,floor,price,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,priceByArea
4236,0,2600.0,232.0,0,4.0,3,41.4687183,2.0580957,0,11.0
4237,0,3000.0,25.0,0,1.0,1,41.3817741,2.1713794,0,120.0
4238,0,1050.0,195.0,0,5.0,3,41.5835547,2.5618094,0,5.0
4239,7,2000.0,80.0,1,2.0,1,41.3971289,2.1750086,1,25.0
4240,2,1600.0,50.0,1,1.0,1,41.3745957,2.1886286,1,32.0
4241,3,1600.0,90.0,1,2.0,2,41.3782628,2.1892918,1,18.0
4242,2,2250.0,50.0,1,1.0,1,41.3840638,2.1809277,1,45.0
4243,1,1000.0,57.0,0,1.0,1,41.405479,2.1619042,1,18.0
4244,4,2000.0,130.0,1,3.0,3,41.4007717,2.1664769,1,15.0
4245,3,1025.0,45.0,0,1.0,1,41.3790571,2.1269329,0,23.0
4246,0,1200.0,432.0,0,1.0,1,41.5940965,2.1906262,0,3.0
4247,0,715.0,69.0,1,3.0,1,41.4278208,2.1297137,0,10.0
4248,0,895.0,89.0,0,3.0,2,41.510542,2.1295857,1,10.0
4249,0,825.0,67.0,1,3.0,1,41.4412286,2.1813383,0,12.0
4250,0,600.0,44.0,0,3.0,1,41.3677225,2.112875,0,14.0
4252,0,765.0,61.0,0,1.0,1,41.3808072,2.164366,0,13.0
4253,0,850.0,73.0,1,3.0,1,41.2852121,1.9840064,0,12.0
4254,0,765.0,75.0,1,4.0,1,41.3703395,2.1168641,0,10.0
4255,0,750.0,72.0,0,3.0,1,41.373281,2.1097736,0,10.0
4256,1,1400.0,60.0,0,2.0,1,41.3841188,2.1578909,1,23.0
4258,0,3500.0,500.0,0,4.0,4,41.2843071,1.9684701,0,7.0
4259,8,1490.0,85.0,1,2.0,2,41.4016955,2.1437168,1,18.0
4260,0,750.0,45.0,1,1.0,1,41.3808995,2.1910431,0,17.0
4261,3,1400.0,140.0,1,3.0,2,41.2373703,1.8220596,0,10.0
4262,10,1500.0,70.0,1,2.0,2,41.4125378,2.2203396,1,21.0
4263,3,700.0,80.0,1,3.0,1,41.539689,2.4388554,1,9.0
4264,4,1300.0,55.0,1,2.0,1,41.4006733,2.1691987,1,24.0
4265,0,4000.0,518.0,0,8.0,6,41.276671,1.9665559,0,8.0
4266,1,1900.0,125.0,1,4.0,2,41.3930173,2.1740049,0,15.0
4267,2,750.0,95.0,1,3.0,2,41.2587212,1.7743313,0,8.0
4268,1,1200.0,83.0,0,3.0,2,41.3883722,2.1328723,1,14.0
4270,2,1800.0,130.0,1,3.0,2,41.4091034,2.1499501,0,14.0
4271,1,980.0,65.0,1,1.0,1,41.3850278,2.1510385,1,15.0
4272,0,690.0,67.0,0,3.0,1,41.3608837,2.0819292,0,10.0
4273,2,900.0,100.0,1,2.0,2,41.5777073,2.5495683,0,9.0
4274,1,950.0,105.0,1,3.0,2,41.4248315,2.155411,0,9.0
4275,0,1500.0,183.0,0,3.0,2,41.2716201,1.9357753,0,8.0
4276,2,1250.0,73.0,1,2.0,1,41.3965466,2.1225575,1,17.0
4277,0,1900.0,75.0,0,3.0,1,41.37317,2.10163,0,25.0
4278,4,1600.0,65.0,1,2.0,1,41.385371,2.1846598,1,25.0
4279,6,750.0,98.0,1,4.0,2,41.3247416,2.0159158,1,8.0
4280,4,2550.0,111.0,1,2.0,1,41.4054912,2.1999387,1,23.0
4281,1,1250.0,160.0,1,4.0,2,41.2791431,1.9773164,1,8.0
4282,6,1300.0,55.0,1,2.0,1,41.371076,2.1285622,1,24.0
4284,4,1350.0,82.0,1,3.0,1,41.4037119,2.1792348,1,16.0
4285,1,750.0,97.0,1,3.0,1,41.4550099,1.9583791,1,8.0
4286,1,700.0,80.0,1,3.0,1,41.2610836,1.7696635,1,9.0
4287,1,1800.0,210.0,1,5.0,3,41.4433058,2.239439,0,9.0
4288,3,1150.0,90.0,1,2.0,1,41.3805432,2.1581168,1,13.0
4289,9,1300.0,65.0,1,3.0,1,41.4040984,2.161277,1,20.0
4290,0,875.0,70.0,0,2.0,1,41.376464,2.1908438,1,13.0
4292,0,1900.0,130.0,0,4.0,3,41.26697,1.9455485,0,15.0
4293,1,790.0,78.0,1,3.0,1,41.3773416,2.1330069,0,10.0
4294,0,800.0,96.0,0,2.0,2,41.5052867,2.3455446,0,8.0
4295,1,1500.0,91.0,1,3.0,2,41.4038551,2.2111193,1,16.0
4296,1,1800.0,200.0,1,4.0,3,41.4420123,2.241554,0,9.0
4297,5,4500.0,140.0,1,4.0,2,41.4103662,2.2185862,1,32.0
4298,0,6243.0,286.0,0,4.0,3,41.410648,2.1234656,0,22.0
4299,1,1200.0,65.0,1,2.0,1,41.3795683,2.1461131,1,18.0
4300,0,1500.0,260.0,0,3.0,3,41.4710362,2.2847461,0,6.0
4301,3,1200.0,60.0,1,2.0,1,41.4036723,2.209267,1,20.0
4302,2,950.0,55.0,1,1.0,1,41.4034098,2.173758,0,17.0
4303,13,3000.0,120.0,1,3.0,2,41.4046995,2.2120519,1,25.0
4304,0,1100.0,137.0,0,3.0,2,41.319496,1.7180262,0,8.0
4306,0,1950.0,45.0,0,3.0,1,41.4005018,2.1361583,0,43.0
4307,0,1600.0,180.0,0,4.0,2,41.53197,1.99183,0,9.0
4309,1,580.0,80.0,1,3.0,1,41.6037129,2.2830429,0,7.0
4310,4,1550.0,70.0,1,2.0,1,41.3874466,2.1851635,1,22.0
4311,0,1300.0,105.0,1,0.0,1,41.4179143,2.1370742,0,12.0
4312,0,4250.0,500.0,0,5.0,5,41.5058498,2.2808891,0,9.0
4313,0,5700.0,780.0,0,7.0,5,41.2789447,1.9748252,0,7.0
4314,2,1400.0,80.0,1,2.0,1,41.3890648,2.1556528,1,18.0
4315,5,1900.0,100.0,1,3.0,2,41.3980335,2.1335257,1,19.0
4316,0,3500.0,500.0,0,6.0,4,41.5167448,2.3573538,0,7.0
4317,2,2900.0,220.0,1,4.0,2,41.3955512,2.1463684,1,13.0
4318,8,1100.0,50.0,1,1.0,1,41.3575641,2.1227121,1,22.0
4319,0,1500.0,130.0,1,4.0,2,41.4196118,2.1501265,1,12.0
4321,0,1100.0,35.0,0,1.0,1,41.379016,2.188297,0,31.0
4322,0,3600.0,100.0,0,2.0,2,41.393015,2.171074,0,36.0
4323,0,6245.0,286.0,0,4.0,4,41.4079012,2.1231539,0,22.0
4324,0,1850.0,85.0,1,3.0,2,41.4093317,2.1448468,1,22.0
4325,0,2000.0,85.0,1,3.0,2,41.4097317,2.1453468,1,24.0
4326,0,2000.0,85.0,1,3.0,2,41.4073317,2.1488468,1,24.0
4327,0,2000.0,85.0,1,3.0,2,41.4063317,2.1488468,1,24.0
4328,1,1050.0,71.0,1,3.0,1,41.4091281,2.1378859,1,15.0
4329,2,1750.0,60.0,1,1.0,1,41.3979937,2.1220589,1,29.0
4330,1,1900.0,85.0,1,3.0,2,41.4072044,2.1489227,1,22.0
4332,0,3250.0,105.0,1,2.0,2,41.3958937,2.1199589,1,31.0
4333,3,900.0,45.0,0,1.0,1,41.3786855,2.1789998,0,20.0
4335,3,640.0,20.0,0,1.0,1,41.3774497,2.1900362,0,32.0
4336,1,795.0,40.0,0,1.0,1,41.4055854,2.1588418,0,20.0
4337,15,4500.0,110.0,1,3.0,2,41.4083814,2.2195394,1,41.0
4338,3,1600.0,80.0,1,3.0,1,41.3943133,2.120321,1,20.0
4339,0,750.0,15.0,0,0.0,1,41.3871808,2.1783774,0,50.0
4340,4,1600.0,70.0,1,2.0,1,41.3900747,2.1656796,1,23.0
4341,3,1400.0,174.0,0,5.0,3,41.3923784,2.1672434,1,8.0
4342,2,6000.0,170.0,1,2.0,3,41.3985198,2.1482269,1,35.0
4343,0,1050.0,219.0,0,4.0,3,41.2976111,1.7755817,0,5.0
4344,6,3500.0,186.0,1,3.0,2,41.3892483,2.1648141,1,19.0
4345,2,1280.0,65.0,0,2.0,1,41.3779388,2.1661179,0,20.0
4346,1,750.0,65.0,0,3.0,1,41.4232,2.14919,0,12.0
4347,1,750.0,36.0,1,0.0,1,41.3813402,2.1889652,0,21.0
4349,1,1200.0,65.0,0,2.0,1,41.3865096,2.171459,1,18.0
4350,2,850.0,45.0,0,1.0,1,41.4189568,2.2103961,0,19.0
4351,3,1400.0,110.0,0,3.0,1,41.4020087,2.1867493,1,13.0
4352,1,1100.0,50.0,1,1.0,1,41.3844872,2.1807548,1,22.0
4353,3,1200.0,40.0,0,2.0,1,41.4035114,2.1822091,1,30.0
4355,1,1500.0,110.0,1,3.0,1,41.4055297,2.206293,1,14.0
4357,6,1200.0,35.0,0,1.0,1,41.409898,2.1778771,1,34.0
4358,4,1350.0,100.0,0,3.0,1,41.3928789,2.142255,1,14.0
4359,0,875.0,80.0,0,3.0,1,41.3530878,2.1181693,1,11.0
4360,1,925.0,100.0,1,4.0,1,41.3730497,2.1192173,1,9.0
4361,0,765.0,54.0,0,3.0,1,41.4408397,2.1740185,0,14.0
4362,2,2500.0,136.0,1,3.0,3,41.384686,2.1750636,1,18.0
4363,3,4600.0,360.0,1,2.0,3,41.3981975,2.2006189,1,13.0
4364,0,710.0,96.0,0,4.0,2,41.5610373,1.8181319,0,7.0
4365,0,1590.0,156.0,0,5.0,2,41.4530653,2.2478243,1,10.0
4366,0,595.0,55.0,0,3.0,1,41.4527732,2.1906224,1,11.0
4367,0,1875.0,97.0,0,3.0,2,41.4070087,2.1383489,1,19.0
4368,0,875.0,70.0,0,3.0,1,41.3701434,2.1038194,0,13.0
4369,0,2650.0,280.0,0,4.0,4,41.4524,2.0481,0,9.0
4370,0,1065.0,103.0,1,3.0,1,41.438234,2.2186159,0,10.0
4371,1,1200.0,95.0,1,3.0,2,41.4095471,2.2112053,1,13.0
4372,0,1075.0,156.0,0,3.0,3,41.60617,2.28403,1,7.0
4373,0,590.0,70.0,0,4.0,1,41.4864831,2.0333085,1,8.0
4374,0,825.0,119.0,0,3.0,2,41.67468,2.39911,1,7.0
4375,0,765.0,130.0,1,4.0,2,41.2587,1.7768144,0,6.0
4376,0,800.0,108.0,1,3.0,1,41.5322947,1.8690864,0,7.0
4377,5,595.0,23.0,0,1.0,1,41.3883869,2.1838576,0,26.0
4378,2,1620.0,60.0,0,2.0,1,41.3946115,2.1759691,1,27.0
4379,1,1070.0,39.0,0,1.0,1,41.3769729,2.163572,1,27.0
4380,3,1300.0,50.0,0,2.0,1,41.4078907,2.1826143,1,26.0
4381,1,700.0,37.0,1,0.0,1,41.3604207,2.1220117,1,19.0
4382,2,1500.0,108.0,1,3.0,2,41.4036668,2.2090899,1,14.0
4383,2,1015.0,80.0,1,3.0,2,41.4235283,2.1758386,1,13.0
4384,2,1750.0,72.0,0,2.0,1,41.4040277,2.1186422,0,24.0
4386,1,980.0,52.0,0,2.0,2,41.3788932,2.1636209,0,19.0
4387,0,790.0,58.0,0,2.0,1,41.4525873,2.2371253,0,14.0
4388,5,1400.0,98.0,1,3.0,2,41.3955773,2.1325148,1,14.0
4390,4,2000.0,80.0,0,2.0,2,41.4002596,2.1584818,0,25.0
4391,3,3000.0,70.0,0,3.0,2,41.4009596,2.1565818,0,43.0
4392,4,1415.0,75.0,0,3.0,1,41.4105915,2.1744668,1,19.0
4393,1,1890.0,126.0,1,3.0,2,41.3900795,2.1265265,1,15.0
4394,3,2400.0,100.0,0,3.0,2,41.4039777,2.1594115,0,24.0
4395,2,1650.0,80.0,0,3.0,1,41.3925751,2.1494536,1,21.0
4396,3,2500.0,90.0,0,3.0,2,41.3879145,2.1829575,1,28.0
4397,3,2500.0,115.0,0,3.0,2,41.40948,2.1473699,1,22.0
4398,1,2400.0,125.0,0,3.0,2,41.4097044,2.1472227,1,19.0
4399,3,2400.0,140.0,0,3.0,2,41.406325,2.146347,1,17.0
4400,3,2400.0,90.0,0,3.0,1,41.4033913,2.1354942,1,27.0
4401,0,710.0,94.0,0,2.0,1,41.5294162,2.1196951,1,8.0
4402,0,785.0,60.0,0,3.0,1,41.3672987,2.1174054,0,13.0
4403,0,1040.0,75.0,0,3.0,1,41.4175409,2.176093,1,14.0
4404,9,1490.0,60.0,1,2.0,2,41.4016955,2.1437168,1,25.0
4405,1,600.0,50.0,1,2.0,1,41.4442636,2.1750708,0,12.0
4406,4,1400.0,170.0,1,4.0,2,41.4087735,2.1587446,1,8.0
4407,5,1350.0,95.0,1,2.0,2,41.404532,2.1277242,1,14.0
4408,19,3900.0,103.0,1,3.0,2,41.4078943,2.2148075,1,38.0
4409,0,3450.0,354.0,0,5.0,5,41.4092297,2.0995645,0,10.0
4410,6,1450.0,57.0,1,1.0,1,41.3880025,2.1236532,1,25.0
4411,3,1350.0,61.0,1,1.0,1,41.380817,2.1849907,1,22.0
4412,1,1200.0,112.0,1,2.0,2,41.3820793,2.1751861,1,11.0
4413,2,2800.0,140.0,1,4.0,3,41.3865116,2.1641206,1,20.0
4414,0,3600.0,260.0,0,4.0,3,41.2641662,1.9766792,0,14.0
4415,1,800.0,70.0,1,2.0,1,41.3733876,2.1250411,1,11.0
4416,1,720.0,65.0,1,3.0,1,41.3637233,2.099504,1,11.0
4417,2,800.0,88.0,1,2.0,1,41.5876717,2.5830404,1,9.0
4418,1,2900.0,350.0,1,5.0,2,41.3909256,2.1702476,1,8.0
4419,0,1900.0,85.0,0,3.0,2,41.4054372,2.1443097,1,22.0
4420,0,2300.0,328.0,0,4.0,3,41.4775753,2.2668698,0,7.0
4421,20,4500.0,100.0,1,2.0,2,41.403249,2.2129752,1,45.0
4422,0,5000.0,650.0,0,7.0,4,41.2743381,1.9539701,0,8.0
4423,0,1200.0,60.0,1,1.0,1,41.3893393,2.1794257,1,20.0
4424,0,2000.0,311.0,0,5.0,4,41.2723806,1.9496205,0,6.0
4425,6,2100.0,65.0,1,1.0,1,41.3951616,2.1364315,1,32.0
4426,2,1150.0,55.0,1,1.0,1,41.3873031,2.178083,0,21.0
4427,3,1500.0,120.0,1,3.0,1,41.4084586,2.1693954,1,13.0
4428,2,900.0,90.0,0,2.0,1,41.3805867,2.1302511,1,10.0
4429,8,3500.0,180.0,1,4.0,2,41.3954803,2.1432131,1,19.0
4430,1,750.0,85.0,1,3.0,2,41.55775,2.25239,1,9.0
4431,5,900.0,80.0,1,4.0,1,41.3739301,2.1467993,1,11.0
4433,8,1800.0,80.0,1,1.0,1,41.3906555,2.1465279,1,23.0
4434,5,900.0,78.0,1,3.0,2,41.4088961,2.1467611,1,12.0
4435,4,2200.0,75.0,1,2.0,2,41.3922254,2.1596752,1,29.0
4437,6,1250.0,60.0,1,3.0,1,41.3855552,2.1864576,1,21.0
4438,6,3500.0,96.0,1,2.0,2,41.389252,2.1689456,1,36.0
4439,20,4500.0,168.0,1,3.0,2,41.4059211,2.2140028,1,27.0
4440,1,1700.0,90.0,1,2.0,2,41.4023866,2.124357,1,19.0
4441,3,995.0,60.0,1,1.0,1,41.4025476,2.1514731,1,17.0
4442,1,3500.0,211.0,1,4.0,3,41.3970286,2.1567679,1,17.0
4443,0,5500.0,575.0,0,4.0,4,41.5340351,2.3689046,0,10.0
4444,2,750.0,75.0,1,2.0,1,41.5759951,2.5503458,1,10.0
4445,4,1350.0,125.0,1,4.0,2,41.3797562,2.1138853,1,11.0
4446,0,2450.0,230.0,0,4.0,4,41.2662405,1.9761601,0,11.0
4447,1,2150.0,140.0,1,5.0,2,41.3874017,2.1807035,0,15.0
4448,4,1500.0,72.0,1,2.0,2,41.3902417,2.163515,1,21.0
4449,1,1500.0,90.0,1,3.0,2,41.4126008,2.2236371,1,17.0
4450,0,2000.0,60.0,0,1.0,1,41.3870299,2.1763758,0,33.0
4451,1,1200.0,85.0,1,2.0,2,41.3945845,2.1143567,1,14.0
4452,0,3200.0,246.0,0,5.0,3,41.4535812,2.0464421,0,13.0
4453,2,1100.0,68.0,1,2.0,1,41.3826684,2.1720551,1,16.0
4454,0,1200.0,200.0,0,4.0,3,41.6161056,2.371218,0,6.0
4455,6,1800.0,80.0,1,3.0,2,41.3839226,2.157203,1,23.0
4456,5,3900.0,280.0,1,6.0,4,41.3950919,2.1441543,1,14.0
4457,7,5000.0,325.0,1,4.0,4,41.3827502,2.1068343,1,15.0
4458,2,2200.0,180.0,1,4.0,3,41.3783114,2.1804105,1,12.0
4459,3,1600.0,70.0,1,3.0,1,41.3930312,2.1227519,1,23.0
4460,4,1650.0,65.0,1,1.0,1,41.3925852,2.1223038,0,25.0
4461,5,1275.0,65.0,1,2.0,1,41.3964975,2.1547443,1,20.0
4462,1,1180.0,100.0,1,3.0,2,41.4392779,2.1935657,1,12.0
4463,1,3350.0,240.0,1,5.0,2,41.3952715,2.1573653,1,14.0
4464,5,1350.0,70.0,1,2.0,1,41.4147663,2.1807576,1,19.0
4465,5,2000.0,110.0,1,4.0,1,41.3907895,2.1777696,1,18.0
4466,2,1800.0,90.0,1,2.0,2,41.3900662,2.16846,1,20.0
4467,5,2500.0,90.0,1,2.0,2,41.3873381,2.173023,1,28.0
4468,7,1600.0,150.0,1,1.0,2,41.3969272,2.154986,1,11.0
4469,2,1300.0,200.0,1,5.0,4,41.5604858,2.0112994,1,7.0
4470,0,6000.0,364.0,0,5.0,3,41.2773072,1.9739071,0,16.0
4471,0,4700.0,281.0,0,4.0,3,41.2705035,1.970425,0,17.0
4472,1,1500.0,75.0,1,2.0,1,41.3815964,2.181193,1,20.0
4473,1,1700.0,70.0,1,2.0,1,41.3817173,2.1804352,1,24.0
4474,1,1350.0,108.0,1,3.0,2,41.3931084,2.1218102,1,13.0
4475,2,1150.0,50.0,1,1.0,1,41.3844923,2.1841734,1,23.0
4476,3,980.0,85.0,1,4.0,2,41.4177274,2.1828799,1,12.0
4477,5,750.0,38.0,1,1.0,1,41.3793569,2.1661137,0,20.0
4478,4,1800.0,254.0,1,4.0,3,41.4754377,2.307095,1,7.0
4479,1,1500.0,65.0,1,2.0,1,41.390025,2.1954904,1,23.0
4481,9,2200.0,100.0,1,3.0,2,41.3964125,2.1766973,1,22.0
4482,2,1800.0,80.0,1,2.0,2,41.3985584,2.2101091,1,23.0
4483,6,900.0,75.0,0,3.0,2,41.4147842,2.1892106,1,12.0
4485,1,1000.0,55.0,1,2.0,1,41.3701638,2.110642,1,18.0
4486,3,1250.0,70.0,1,2.0,1,41.3968636,2.1219838,1,18.0
4488,0,1650.0,220.0,0,4.0,3,41.2381451,1.8244588,0,8.0
4489,2,2900.0,148.0,1,2.0,2,41.3897915,2.1599124,1,20.0
4490,4,1200.0,90.0,1,3.0,1,41.4092944,2.1851035,1,13.0
4491,5,2900.0,130.0,1,4.0,2,41.393861,2.1369296,1,22.0
4492,4,2700.0,180.0,1,4.0,3,41.3886884,2.1631005,1,15.0
4494,2,1000.0,50.0,1,1.0,1,41.3884168,2.1757425,0,20.0
4495,4,2000.0,120.0,1,3.0,2,41.376476,2.1361559,1,17.0
4496,4,2000.0,75.0,1,3.0,2,41.3773519,2.1347657,1,27.0
4497,4,1400.0,90.0,0,3.0,2,41.2328531,1.7876873,1,16.0
4498,6,1200.0,45.0,1,1.0,1,41.3842273,2.1788496,0,27.0
4499,1,1300.0,121.0,0,3.0,2,41.2337669,1.7909384,1,11.0
4500,11,1650.0,109.0,1,3.0,2,41.3866304,2.1929903,1,15.0
4501,7,1450.0,69.0,1,2.0,1,41.3725957,2.1871286,1,21.0
4502,3,1500.0,75.0,1,3.0,2,41.3789128,2.1559369,1,20.0
4503,0,1650.0,220.0,0,4.0,3,41.242274,1.823105,0,8.0
4504,7,2700.0,75.0,1,1.0,1,41.3932229,2.1602878,1,36.0
4505,2,1600.0,75.0,1,3.0,2,41.380405,2.1607575,1,21.0
4506,1,1100.0,40.0,1,1.0,1,41.4025795,2.1514483,1,28.0
4507,2,750.0,80.0,1,3.0,1,41.4326138,2.1629722,0,9.0
4508,2,1800.0,140.0,0,3.0,2,41.3994873,2.141471,1,13.0
4509,1,1400.0,65.0,1,2.0,2,41.404731,2.1656717,1,22.0
4510,2,950.0,94.0,1,3.0,2,41.2382742,1.8183675,1,10.0
4511,5,4500.0,250.0,1,5.0,3,41.39482,2.1604446,1,18.0
4512,5,3850.0,340.0,1,6.0,4,41.3951919,2.1441543,1,11.0
4513,1,1550.0,97.0,1,1.0,1,41.385434,2.1817619,0,16.0
4514,4,1200.0,60.0,1,2.0,1,41.3876737,2.1689917,1,20.0
4515,4,850.0,110.0,1,4.0,2,41.5515746,2.4360509,1,8.0
4516,5,4500.0,201.0,0,5.0,3,41.39692,2.1604446,1,22.0
4517,4,1500.0,75.0,1,3.0,2,41.3955507,2.1702558,1,20.0
4518,2,1300.0,69.0,1,3.0,2,41.3781679,2.1459396,1,19.0
4519,1,1950.0,107.0,1,2.0,2,41.4031798,2.1337344,1,18.0
4520,0,6000.0,640.0,0,5.0,4,41.5027528,2.3561316,0,9.0
4521,1,1100.0,45.0,1,1.0,1,41.4094818,2.1462375,0,24.0
4522,0,2300.0,150.0,0,4.0,2,41.3967851,2.1455935,1,15.0
4523,8,1500.0,170.0,1,6.0,2,41.3595601,2.1061644,1,9.0
4524,1,900.0,67.0,1,2.0,1,41.3804973,2.1907675,0,13.0
4525,7,1450.0,70.0,1,2.0,1,41.3744957,2.1906286,1,21.0
4526,3,1300.0,85.0,0,3.0,2,41.3975203,2.1447293,1,15.0
4527,2,1800.0,95.0,1,2.0,1,41.3873946,2.1737416,1,19.0
4528,5,1400.0,120.0,1,4.0,2,41.4044235,2.1371667,1,12.0
4529,4,1400.0,55.0,1,2.0,1,41.3721659,2.1637801,0,25.0
4530,1,2200.0,35.0,1,1.0,1,41.3754063,2.1639529,0,63.0
4531,3,1650.0,65.0,1,1.0,1,41.3967785,2.1559109,0,25.0
4532,4,850.0,75.0,1,3.0,1,41.4760669,2.0822706,1,11.0
4533,2,890.0,85.0,1,3.0,1,41.4215582,2.1508722,0,10.0
4534,6,1950.0,120.0,1,3.0,2,41.3943314,2.1992462,1,16.0
4535,2,1150.0,67.0,0,2.0,1,41.3812158,2.1387574,0,17.0
4536,1,1550.0,80.0,1,2.0,1,41.3943731,2.1677612,1,19.0
4537,2,1500.0,80.0,1,1.0,2,41.4019958,2.1963047,1,19.0
4539,0,1100.0,340.0,0,3.0,3,41.5764051,2.0038375,0,3.0
4540,5,950.0,95.0,1,0.0,2,41.383307,2.1633782,1,10.0
4541,6,5000.0,180.0,1,4.0,3,41.39752,2.15484,1,28.0
4542,2,1500.0,100.0,1,2.0,1,41.3827483,2.1821266,0,15.0
4543,7,1240.0,90.0,1,2.0,2,41.4231212,2.1985995,1,14.0
4544,2,1200.0,35.0,1,0.0,1,41.3981077,2.1562112,0,34.0
4545,0,2000.0,95.0,0,2.0,2,41.3963289,2.1750086,1,21.0
4546,0,800.0,90.0,0,3.0,1,41.3450913,1.7083155,0,9.0
4547,2,990.0,65.0,1,2.0,1,41.396023,2.1815953,1,15.0
4548,0,3500.0,380.0,0,5.0,5,41.4671118,2.0863585,0,9.0
4549,4,850.0,109.0,0,4.0,2,41.55264,2.43976,1,8.0
4551,0,1850.0,242.0,0,4.0,4,41.3815804,2.0722332,0,8.0
4552,3,1600.0,125.0,1,3.0,2,41.3881568,2.1943409,1,13.0
4553,1,1300.0,95.0,1,4.0,2,41.4070665,2.1807018,1,14.0
4554,1,1750.0,70.0,1,2.0,2,41.4049762,2.1356136,1,25.0
4555,5,1150.0,65.0,1,2.0,1,41.3766944,2.1808254,1,18.0
4556,3,1600.0,65.0,1,2.0,1,41.3849466,2.1867635,1,25.0
4557,2,1700.0,120.0,1,4.0,1,41.3829177,2.1669552,1,14.0
4558,3,1100.0,95.0,1,2.0,2,41.2405497,1.8172083,1,12.0
4559,3,900.0,59.0,1,2.0,1,41.3790411,2.1637935,0,15.0
4560,6,750.0,85.0,1,3.0,1,41.3569713,2.1137587,1,9.0
4561,0,800.0,60.0,0,2.0,1,41.579885,2.55718,1,13.0
4562,0,3400.0,380.0,0,6.0,4,41.4996715,2.3242326,0,9.0
4563,7,2000.0,152.0,1,5.0,3,41.3953486,2.1498367,1,13.0
4564,3,870.0,82.0,1,2.0,1,41.3711757,2.1440756,1,11.0
4565,3,870.0,82.0,1,2.0,1,41.375102,2.1428837,1,11.0
4566,2,825.0,75.0,1,3.0,2,41.4310749,2.1662375,0,11.0
4567,1,700.0,25.0,1,2.0,1,41.3966094,2.1596122,0,28.0
4568,5,1150.0,100.0,1,3.0,2,41.385815,2.0500177,1,12.0
4569,2,650.0,68.0,1,3.0,1,41.4519208,2.2238389,0,10.0
4570,0,1500.0,95.0,0,2.0,2,41.3929722,2.1623887,1,16.0
4571,8,1490.0,85.0,1,2.0,2,41.4012955,2.1399168,1,18.0
4572,4,1025.0,81.0,1,3.0,1,41.4435718,2.1641634,1,13.0
4573,1,1400.0,62.0,1,1.0,2,41.394902,2.1452449,1,23.0
4574,7,650.0,68.0,1,3.0,1,41.40023,2.00477,1,10.0
4575,2,950.0,75.0,1,2.0,1,41.4091506,2.1747287,1,13.0
4576,2,700.0,70.0,1,2.0,1,41.543517,2.1046088,1,10.0
4577,1,1590.0,100.0,0,2.0,2,41.3972295,2.159795,1,16.0
4578,0,1600.0,180.0,0,4.0,2,41.5285192,1.9929089,0,9.0
4579,3,2000.0,160.0,1,4.0,2,41.4015795,2.1534483,1,13.0
4580,3,1400.0,95.0,1,4.0,2,41.3766464,2.118965,1,15.0
4581,5,1300.0,90.0,1,2.0,1,41.3916139,2.1547377,1,14.0
4582,1,1000.0,50.0,1,2.0,1,41.3840128,2.1739811,0,20.0
4583,3,950.0,81.0,0,4.0,1,41.4476982,2.2409447,1,12.0
4584,1,600.0,110.0,1,4.0,2,41.5836129,2.5529442,1,5.0
4585,2,1150.0,45.0,1,0.0,1,41.3944772,2.1690953,1,26.0
4586,1,1300.0,80.0,1,1.0,1,41.3807112,2.180595,1,16.0
4587,3,1500.0,98.0,1,0.0,1,41.3930254,2.1901373,1,15.0
4588,3,1250.0,35.0,1,1.0,1,41.3751114,2.167168,0,36.0
4590,6,2200.0,90.0,0,2.0,1,41.3904603,2.1422995,1,24.0
4591,2,1400.0,60.0,1,2.0,1,41.4000527,2.1992688,1,23.0
4592,2,3800.0,300.0,1,5.0,4,41.3882625,2.1141729,1,13.0
4593,3,1500.0,98.0,1,0.0,1,41.3946254,2.1907373,1,15.0
4594,5,2000.0,58.0,0,1.0,1,41.3842042,2.1744448,1,34.0
4595,1,600.0,49.0,1,2.0,1,41.3660277,2.0938308,0,12.0
4596,4,1400.0,105.0,1,3.0,2,41.4133375,2.1606306,1,13.0
4597,0,1100.0,83.0,1,1.0,1,41.3769352,2.1582027,0,13.0
4599,5,2000.0,110.0,1,4.0,1,41.3883895,2.1773696,1,18.0
4600,2,1100.0,55.0,1,1.0,1,41.3730537,2.1608132,0,20.0
4601,3,1100.0,42.0,1,1.0,1,41.3763477,2.1774572,1,26.0
4602,4,2900.0,120.0,1,2.0,2,41.3895539,2.1624314,1,24.0
4603,0,2600.0,200.0,1,2.0,2,41.398256,2.1631099,0,13.0
4604,0,2600.0,140.0,1,2.0,2,41.398656,2.1599099,0,19.0
4605,2,1050.0,43.0,1,1.0,1,41.3764921,2.1789247,1,24.0
4606,1,1400.0,80.0,1,2.0,2,41.381977,2.183729,1,18.0
4607,5,750.0,35.0,1,1.0,1,41.38233,2.1904221,0,21.0
4608,0,1200.0,33.0,0,1.0,1,41.376172,2.188523,1,36.0
4609,0,840.0,45.0,1,1.0,1,41.416763,2.1786578,1,19.0
4610,0,2350.0,84.0,0,2.0,2,41.3937472,2.1598915,1,28.0
4612,0,1600.0,240.0,0,4.0,3,41.29223,1.76423,0,7.0
4614,5,1300.0,44.0,1,2.0,1,41.3827311,2.1703099,1,30.0
4615,1,1100.0,65.0,1,2.0,1,41.3820682,2.1753901,0,17.0
