,floor,price,size,exterior,rooms,bathrooms,latitude,longitude,hasLift,priceByArea
950,0,2400.0,150.0,1,2.0,2,41.402256,2.1608099,0,16.0
951,0,1703.0,90.0,0,2.0,2,41.4010373,2.1417862,0,19.0
952,0,1600.0,210.0,0,3.0,2,41.4275394,1.969375,0,8.0
953,4,1100.0,70.0,1,3.0,1,41.4120579,2.1828041,1,16.0
954,1,4485.0,168.0,1,4.0,2,41.4136579,2.1236427,1,27.0
955,0,2500.0,360.0,0,4.0,4,41.4768207,2.256091,0,7.0
956,13,1350.0,105.0,1,1.0,2,41.390876,2.1206687,1,13.0
957,4,2100.0,140.0,1,2.0,1,41.4017938,2.1873207,1,15.0
958,1,1000.0,25.0,1,1.0,1,41.3715188,2.1724501,1,40.0
960,2,3100.0,150.0,1,2.0,2,41.3833703,2.1832965,1,21.0
961,14,4500.0,130.0,1,3.0,2,41.4065841,2.2165492,1,35.0
962,0,900.0,140.0,1,3.0,2,41.3227783,2.0094402,0,6.0
963,6,1300.0,117.0,1,4.0,2,41.4169893,2.1928837,1,11.0
964,0,1000.0,186.0,0,4.0,3,41.5822133,2.5531753,0,5.0
965,0,1500.0,300.0,0,4.0,3,41.32264,1.77365,0,5.0
966,2,3100.0,150.0,1,2.0,2,41.3830703,2.1806965,1,21.0
967,4,2800.0,170.0,1,5.0,3,41.38541,2.17374,1,16.0
969,5,900.0,70.0,1,3.0,1,41.4107615,2.194147,1,13.0
970,1,2500.0,150.0,1,4.0,2,41.394116,2.1398743,1,17.0
971,1,850.0,35.0,1,1.0,1,41.3791303,2.1930705,1,24.0
972,1,580.0,75.0,1,2.0,1,41.5433777,2.087244,0,8.0
973,3,1350.0,95.0,1,2.0,2,41.5563805,2.0103624,1,14.0
974,4,3100.0,220.0,1,4.0,4,41.3999591,2.1670982,1,14.0
975,1,2500.0,140.0,1,2.0,2,41.3898627,2.1592383,1,18.0
976,3,1345.0,106.0,1,4.0,2,41.3970505,2.1807253,1,13.0
977,1,650.0,80.0,1,3.0,1,41.6299365,2.164157,1,8.0
978,2,1100.0,40.0,1,1.0,1,41.3616888,2.1265585,1,28.0
979,3,1300.0,75.0,1,3.0,1,41.4228762,2.2092944,1,17.0
980,2,3800.0,180.0,1,5.0,3,41.3966131,2.1172303,1,21.0
981,5,1200.0,55.0,1,1.0,2,41.3982228,2.1470131,1,22.0
982,3,1750.0,100.0,1,2.0,1,41.3870694,2.1755975,1,18.0
984,1,650.0,100.0,1,4.0,2,41.4920793,2.143142,1,7.0
985,4,1550.0,85.0,1,3.0,3,41.3997524,2.1769011,1,18.0
986,1,1100.0,65.0,1,1.0,1,41.3933593,2.1617598,1,17.0
987,1,1300.0,83.0,1,2.0,2,41.381977,2.183729,1,16.0
988,1,1400.0,81.0,1,2.0,2,41.381977,2.183729,1,17.0
989,1,1200.0,46.0,1,1.0,1,41.4009615,2.1493251,1,26.0
990,1,1400.0,100.0,1,2.0,2,41.3922883,2.1791733,1,14.0
991,8,900.0,75.0,1,1.0,1,41.4105833,2.2064841,1,12.0
993,1,1400.0,90.0,1,4.0,1,41.3784543,2.175515,0,16.0
995,5,1300.0,90.0,1,2.0,1,41.3882139,2.1549377,1,14.0
996,0,800.0,135.0,0,3.0,2,41.6971054,2.2412404,0,6.0
997,1,600.0,83.0,1,2.0,2,41.3981033,2.126654,0,7.0
998,0,2210.0,110.0,1,3.0,2,41.4036109,2.1351316,0,20.0
999,0,710.0,73.0,1,3.0,1,41.4561238,2.2062349,1,10.0
1000,0,695.0,70.0,1,3.0,1,41.4561238,2.2062349,1,10.0
1001,0,1990.0,250.0,0,4.0,3,41.2482698,1.7698271,0,8.0
1002,0,1400.0,1000.0,0,4.0,2,41.6248,2.0696,0,1.0
1003,3,1000.0,125.0,1,4.0,2,41.5478398,2.1143363,1,8.0
1004,0,2200.0,324.0,0,5.0,2,41.50833,2.01361,0,7.0
1005,2,900.0,53.0,1,1.0,1,41.4100006,2.1873044,0,17.0
1006,1,1200.0,140.0,1,4.0,2,41.4153585,2.2059086,1,9.0
1007,2,1600.0,70.0,1,3.0,1,41.3924493,2.1233403,0,23.0
1008,1,1200.0,75.0,1,2.0,2,41.3838883,2.175214,0,16.0
1009,2,1800.0,75.0,1,2.0,1,41.406491,2.1720759,1,24.0
1010,4,2000.0,55.0,1,1.0,1,41.3736511,2.1604559,0,36.0
1011,1,1300.0,130.0,1,2.0,2,41.3945795,2.1439036,1,10.0
1012,4,950.0,65.0,1,2.0,1,41.4213211,2.2136327,1,15.0
1013,2,1390.0,75.0,1,2.0,1,41.3900075,2.1545858,1,19.0
1014,5,1350.0,80.0,1,1.0,1,41.3964123,2.1591113,1,17.0
1015,4,1200.0,60.0,1,2.0,1,41.3869734,2.1658621,1,20.0
1016,3,700.0,95.0,1,3.0,2,41.5734168,2.0400463,1,7.0
1017,1,950.0,50.0,1,1.0,1,41.407303,2.1719223,0,19.0
1018,4,1800.0,150.0,1,4.0,2,41.3984873,2.142271,1,12.0
1020,2,1000.0,75.0,1,3.0,2,41.3758528,2.1729346,1,13.0
1021,3,900.0,60.0,1,3.0,1,41.3784133,2.1288074,1,15.0
1022,6,1300.0,85.0,1,2.0,1,41.3896139,2.1547377,1,15.0
1023,1,1600.0,125.0,1,3.0,2,41.3917755,2.1256424,1,13.0
1024,0,1900.0,200.0,1,4.0,2,41.2323566,1.786225,1,10.0
1025,0,4585.0,285.0,1,5.0,4,41.3966976,2.1444093,1,16.0
1026,1,4502.0,290.0,1,5.0,4,41.3985976,2.1454093,1,16.0
1027,1,800.0,150.0,1,5.0,3,41.5681969,2.0081572,1,5.0
1028,6,3600.0,130.0,1,3.0,2,41.4057397,2.2111929,1,28.0
1029,2,3150.0,120.0,1,2.0,2,41.3809096,2.1811761,1,26.0
1030,2,3100.0,150.0,1,2.0,2,41.3831394,2.1850985,1,21.0
1031,1,1800.0,135.0,1,3.0,2,41.396961,2.1794967,1,13.0
1032,5,1050.0,95.0,1,3.0,2,41.3595894,2.1364534,1,11.0
1033,10,2500.0,90.0,1,3.0,2,41.4179705,2.1902595,1,28.0
1034,4,2850.0,140.0,1,4.0,2,41.4001241,2.1466642,1,20.0
1035,3,1300.0,75.0,1,3.0,1,41.4229762,2.2072944,1,17.0
1036,6,2400.0,130.0,1,3.0,2,41.4069388,2.2116225,1,18.0
1037,1,2500.0,75.0,1,3.0,1,41.3814432,2.1680653,1,33.0
1038,3,3600.0,80.0,1,3.0,2,41.4134401,2.1418994,1,45.0
1039,1,3600.0,82.0,1,3.0,2,41.4079141,2.1735468,1,44.0
1040,1,4800.0,165.0,1,3.0,2,41.3924779,2.1636047,1,29.0
1041,1,1490.0,100.0,0,2.0,2,41.3789506,2.0594561,0,15.0
1042,5,1800.0,130.0,1,2.0,1,41.3942321,2.1961163,1,14.0
1043,3,1000.0,40.0,1,1.0,1,41.3829973,2.1707163,0,25.0
1044,6,750.0,85.0,1,3.0,1,41.3217277,2.1403621,1,9.0
1045,2,1280.0,70.0,1,2.0,2,41.3858115,2.1823254,1,18.0
1046,1,1640.0,75.0,0,3.0,1,41.3009902,2.002751,0,22.0
1047,3,3700.0,160.0,1,3.0,2,41.3932483,2.1630141,1,23.0
1048,6,2300.0,90.0,1,4.0,1,41.3861936,2.1574077,1,26.0
1049,9,2300.0,60.0,1,2.0,1,41.3761107,2.1537927,1,38.0
1050,2,1500.0,100.0,1,3.0,1,41.3840483,2.1823266,0,15.0
1051,3,1250.0,102.0,1,3.0,1,41.4015815,2.1654374,1,12.0
1052,1,1200.0,130.0,1,1.0,1,41.3781933,2.1703009,0,9.0
1053,3,1500.0,84.0,1,2.0,2,41.3829098,2.1728254,0,18.0
1054,2,1600.0,80.0,1,2.0,1,41.3806856,2.1821318,0,20.0
1055,1,1500.0,80.0,0,3.0,2,41.3909871,2.178588,0,19.0
1056,5,850.0,20.0,1,1.0,1,41.3765206,2.1883403,0,43.0
1057,1,1200.0,80.0,1,3.0,1,41.4436024,2.228102,1,15.0
1058,5,3500.0,120.0,1,2.0,2,41.391415,2.1690738,1,29.0
1059,1,2600.0,150.0,1,2.0,2,41.402256,2.1609099,0,17.0
1060,5,750.0,72.0,1,3.0,1,41.4204942,2.1365049,1,10.0
1061,5,1190.0,80.0,1,1.0,1,41.3739838,2.1475349,0,15.0
1062,6,1500.0,70.0,1,2.0,1,41.380149,2.1775685,1,21.0
1063,3,1550.0,95.0,1,3.0,2,41.4101267,2.2139862,1,16.0
1064,2,5000.0,190.0,1,3.0,2,41.38053,2.17914,1,26.0
1065,6,1300.0,55.0,1,1.0,1,41.3921139,2.1547377,1,24.0
1066,4,1440.0,100.0,1,3.0,2,41.41563,2.22391,1,14.0
1067,4,1450.0,80.0,1,2.0,2,41.4055361,2.1471256,1,18.0
1068,1,1800.0,85.0,1,2.0,2,41.3987314,2.1682387,1,21.0
1069,2,1375.0,55.0,1,1.0,1,41.38608,2.1801799,1,25.0
1071,5,2000.0,80.0,1,2.0,1,41.4018636,2.1488601,1,25.0
1072,3,1300.0,105.0,1,3.0,2,41.4608719,2.2391215,1,12.0
1073,2,2700.0,70.0,0,2.0,2,41.3755944,2.1770254,1,39.0
1074,2,1800.0,85.0,1,4.0,2,41.4082547,2.1827677,1,21.0
1075,2,1800.0,55.0,1,1.0,1,41.3899837,2.1475863,1,33.0
1076,2,4800.0,165.0,1,3.0,2,41.3964779,2.1647047,1,29.0
1077,2,1000.0,40.0,1,1.0,1,41.3808512,2.1904978,1,25.0
1078,2,1700.0,50.0,1,1.0,1,41.3893784,2.1643264,1,34.0
1079,1,2200.0,80.0,0,2.0,1,41.4109328,2.1825079,1,28.0
1080,1,2200.0,80.0,0,2.0,1,41.4132328,2.1785079,1,28.0
1081,4,2700.0,70.0,1,2.0,1,41.4049612,2.1762656,0,39.0
1082,3,3200.0,165.0,1,5.0,4,41.3949023,2.1659102,1,19.0
1083,2,1500.0,124.0,1,4.0,2,41.4058663,2.1508297,1,12.0
1084,4,2200.0,90.0,1,2.0,2,41.3923991,2.161443,0,24.0
1085,1,2300.0,145.0,1,4.0,2,41.3967851,2.1476935,1,16.0
1086,1,2200.0,80.0,0,2.0,1,41.4138328,2.1812079,1,28.0
1087,2,1400.0,70.0,1,2.0,1,41.3824953,2.1800897,1,20.0
1088,5,1200.0,60.0,1,1.0,1,41.3768484,2.1732161,1,20.0
1089,1,1350.0,160.0,1,1.0,1,41.3817009,2.1568457,1,8.0
1090,8,2000.0,70.0,1,2.0,2,41.3976289,2.1750086,1,29.0
1091,1,1850.0,85.0,1,4.0,1,41.3839707,2.1854947,0,22.0
1092,1,850.0,55.0,1,1.0,1,41.375997,2.1688665,0,15.0
1093,6,1550.0,65.0,1,1.0,1,41.3948631,2.1690079,1,24.0
1094,4,2500.0,95.0,1,3.0,2,41.3988342,2.1709529,1,26.0
1095,4,1800.0,110.0,1,4.0,2,41.4000648,2.1622244,1,16.0
1096,1,1600.0,70.0,1,1.0,1,41.3800962,2.177158,1,23.0
1097,1,2200.0,80.0,0,2.0,1,41.4115328,2.1785079,1,28.0
1098,1,1550.0,75.0,1,2.0,1,41.3950731,2.1637612,1,21.0
1099,2,1850.0,100.0,1,4.0,1,41.3980513,2.1871645,0,19.0
1100,3,900.0,55.0,1,2.0,1,41.3834086,2.1703809,0,16.0
1101,1,950.0,50.0,0,1.0,1,41.4095023,2.1723626,1,19.0
1102,1,1850.0,150.0,1,2.0,1,41.3712244,2.1385424,0,12.0
1103,4,2500.0,65.0,1,1.0,1,41.379378,2.1401123,1,38.0
1104,7,1150.0,50.0,1,1.0,1,41.382649,2.1775685,1,23.0
1105,1,2100.0,60.0,1,2.0,1,41.3824918,2.1509294,1,35.0
1106,4,1000.0,70.0,1,1.0,1,41.3775243,2.1689586,1,14.0
1107,2,1250.0,90.0,1,3.0,1,41.3985286,2.1817807,1,14.0
1108,0,600.0,60.0,1,2.0,1,41.4362255,2.2225557,1,10.0
1109,6,700.0,50.0,1,2.0,1,41.3647718,2.1353532,1,14.0
1111,2,1750.0,120.0,1,4.0,2,41.4192019,2.195939,1,15.0
1112,1,1200.0,90.0,1,3.0,2,41.4086471,2.2129053,1,13.0
1113,1,1500.0,75.0,0,2.0,1,41.3811218,2.1790272,1,20.0
1114,0,650.0,25.0,0,1.0,1,41.3742456,2.1295274,0,26.0
1115,3,1300.0,60.0,1,2.0,1,41.4086826,2.1775066,1,22.0
1116,2,1500.0,60.0,1,2.0,1,41.3791822,2.1781989,1,25.0
1117,3,775.0,75.0,1,2.0,1,41.4462053,2.2388959,0,10.0
1118,2,1000.0,35.0,0,1.0,1,41.3820212,2.1713609,0,29.0
1119,4,1550.0,85.0,1,3.0,1,41.4000524,2.1729011,1,18.0
1120,8,1800.0,80.0,1,1.0,1,41.3866402,2.1455416,1,23.0
1122,3,1600.0,50.0,0,1.0,1,41.3864837,2.1479863,1,32.0
1123,1,1700.0,75.0,1,2.0,1,41.3841964,2.179093,1,23.0
1124,5,3500.0,70.0,0,2.0,2,41.3755944,2.1796254,1,50.0
1125,1,1300.0,85.0,1,2.0,1,41.3856852,2.1756439,1,15.0
1126,3,1800.0,115.0,1,3.0,2,41.4117861,2.1479854,1,16.0
1127,2,2300.0,160.0,1,3.0,1,41.3816942,2.1802814,1,14.0
1128,4,1700.0,60.0,1,2.0,1,41.3868474,2.1632286,1,28.0
1129,2,1200.0,51.0,0,1.0,1,41.3900246,2.1790605,0,24.0
1131,0,1550.0,120.0,1,1.0,1,41.4009735,2.2088454,0,13.0
1132,1,3800.0,160.0,1,3.0,2,41.3916088,2.1608168,1,24.0
1133,2,950.0,65.0,1,3.0,1,41.3722491,2.1600478,0,15.0
1134,5,2900.0,130.0,1,4.0,2,41.394961,2.1409296,1,22.0
1135,1,1300.0,90.0,1,3.0,2,41.3961441,2.1767003,1,14.0
1136,2,4000.0,120.0,1,4.0,2,41.3818,2.1262931,1,33.0
1137,2,900.0,50.0,1,1.0,1,41.4077846,2.1905439,0,18.0
1138,5,2750.0,180.0,1,1.0,1,41.3959043,2.1636957,0,15.0
1139,1,870.0,40.0,1,1.0,1,41.3765169,2.1693719,0,22.0
1140,1,2200.0,75.0,1,2.0,2,41.4071493,2.1416098,1,29.0
1141,2,1700.0,110.0,1,4.0,2,41.3859351,2.1650469,1,15.0
1142,3,1850.0,70.0,1,2.0,1,41.3890905,2.1689765,1,26.0
1143,3,1200.0,75.0,1,3.0,1,41.4119841,2.1852958,1,16.0
1144,2,1900.0,80.0,1,3.0,2,41.3727848,2.1644821,1,24.0
1145,4,2400.0,205.0,1,4.0,4,41.3730875,2.0879942,1,12.0
1146,3,1500.0,100.0,0,3.0,2,41.3875123,2.1844445,1,15.0
1147,2,1300.0,50.0,1,1.0,1,41.3814139,2.1769379,1,26.0
1148,0,1900.0,250.0,0,4.0,3,41.45821,2.2312299,0,8.0
1149,1,2700.0,150.0,0,3.0,1,41.3932347,2.1704882,1,18.0
1150,4,900.0,60.0,1,2.0,1,41.3733725,2.1595546,1,15.0
1152,4,4500.0,90.0,1,2.0,2,41.3899537,2.1674164,1,50.0
1153,4,1350.0,85.0,1,2.0,1,41.3859765,2.1562244,1,16.0
1154,1,875.0,40.0,1,1.0,1,41.382542,2.1703024,1,22.0
1155,2,850.0,50.0,1,1.0,1,41.4064652,2.1607677,0,17.0
1156,2,1500.0,120.0,1,2.0,1,41.3824791,2.1745343,0,13.0
1157,2,3000.0,120.0,0,5.0,2,41.3841722,2.1822236,1,25.0
1158,2,2900.0,85.0,1,2.0,1,41.4009735,2.1618733,1,34.0
1159,4,1850.0,175.0,1,2.0,1,41.3930854,2.1766474,1,11.0
1160,5,2800.0,130.0,1,3.0,3,41.385486,2.1772636,1,22.0
1161,3,1700.0,95.0,1,3.0,2,41.4104267,2.2129862,1,18.0
1162,1,3000.0,120.0,1,5.0,2,41.3865316,2.1858182,1,25.0
1163,2,1500.0,85.0,1,2.0,1,41.3941172,2.1966758,1,18.0
1164,2,900.0,60.0,1,1.0,1,41.3803958,2.1678573,0,15.0
1165,8,1525.0,110.0,1,4.0,2,41.3756599,2.1151377,1,14.0
1166,9,1400.0,102.0,1,4.0,2,41.3627315,2.1372773,1,14.0
1167,5,1400.0,125.0,1,5.0,2,41.3733029,2.1583044,1,11.0
1168,3,1000.0,60.0,1,2.0,1,41.4066723,2.213267,1,17.0
1169,2,999.0,40.0,1,1.0,1,41.3767405,2.1878353,0,25.0
1170,7,1240.0,90.0,1,3.0,2,41.4216212,2.1945995,1,14.0
1171,4,750.0,50.0,1,0.0,1,41.3722127,2.1354716,1,15.0
1173,8,1400.0,45.0,1,2.0,1,41.3959357,2.182704,1,31.0
1174,4,1000.0,35.0,1,0.0,1,41.3800212,2.1704609,0,29.0
1175,4,800.0,35.0,1,0.0,1,41.3800212,2.1704609,0,23.0
1176,1,1265.0,110.0,1,2.0,2,41.3794469,2.1168308,1,12.0
1177,4,745.0,90.0,1,4.0,1,41.5583538,2.0944883,1,8.0
1178,1,1600.0,150.0,1,4.0,2,41.3772295,2.1118502,1,11.0
1179,1,900.0,85.0,1,3.0,1,41.3763569,2.165926,1,11.0
1180,3,1200.0,100.0,1,3.0,2,41.4018744,2.1887391,1,12.0
1181,2,2100.0,120.0,1,3.0,2,41.3980648,2.1625244,1,18.0
1182,0,1600.0,164.0,1,4.0,2,41.3773175,2.1246491,1,10.0
1183,0,2000.0,200.0,0,4.0,3,41.60105,1.89005,0,10.0
1184,4,2500.0,140.0,0,2.0,2,41.3858627,2.1585383,1,18.0
1185,1,1950.0,85.0,0,3.0,1,41.3963844,2.1606073,1,23.0
1186,0,1950.0,140.0,1,3.0,3,41.4069432,2.146343,1,14.0
1187,4,1300.0,55.0,1,2.0,1,41.3827352,2.1740113,1,24.0
1188,3,1400.0,55.0,1,1.0,1,41.3911418,2.1690563,1,25.0
1189,1,2300.0,145.0,1,4.0,2,41.3963996,2.1466795,1,16.0
1190,0,2300.0,165.0,0,4.0,2,41.4708384,2.0719679,0,14.0
1191,7,1025.0,93.0,1,3.0,1,41.4135213,2.2189528,1,11.0
1192,0,675.0,70.0,1,2.0,1,41.3955377,2.128189,1,10.0
1193,1,1000.0,30.0,1,0.0,1,41.3799245,2.1618919,0,33.0
1194,2,850.0,35.0,1,0.0,1,41.3808891,2.1895757,1,24.0
1195,2,995.0,70.0,1,3.0,1,41.3852894,2.1708384,1,14.0
1196,6,3700.0,254.0,1,5.0,4,41.4053214,2.1295432,1,15.0
1197,5,1150.0,48.0,1,1.0,1,41.3988481,2.2019158,1,24.0
1198,0,4200.0,200.0,0,4.0,3,41.2680013,1.9645537,0,21.0
1199,6,800.0,73.0,1,3.0,1,41.4140657,2.2019355,1,11.0
1200,1,1700.0,140.0,1,0.0,2,41.394191,2.1912639,1,12.0
1201,7,1300.0,95.0,1,3.0,1,41.3766556,2.1506777,1,14.0
1202,1,3150.0,250.0,1,5.0,2,41.3946715,2.1559653,1,13.0
1203,2,850.0,70.0,1,2.0,2,41.5596061,2.0078607,1,12.0
1204,2,995.0,71.0,1,3.0,1,41.3858989,2.1671508,1,14.0
1205,0,1500.0,190.0,0,2.0,4,41.5363306,2.4440844,0,8.0
1206,1,1300.0,100.0,1,3.0,2,41.4991169,2.296399,1,13.0
1207,1,800.0,120.0,1,5.0,3,41.5673351,2.0057794,1,7.0
1208,4,1650.0,65.0,1,2.0,2,41.3875537,2.1800942,1,25.0
1209,0,2800.0,240.0,0,4.0,3,41.4031657,2.1480339,0,12.0
1210,2,675.0,75.0,1,2.0,1,41.5534043,2.1038647,0,9.0
1211,5,1900.0,110.0,1,3.0,2,41.3894669,2.1720575,1,17.0
1212,0,950.0,90.0,1,4.0,2,41.3838046,2.0764871,0,11.0
1213,4,3200.0,177.0,1,3.0,3,41.3893469,2.1972629,1,18.0
1214,1,2200.0,70.0,1,2.0,1,41.3811008,2.1855394,1,31.0
1215,3,2000.0,80.0,1,2.0,1,41.3894547,2.1325148,1,25.0
1216,1,1300.0,95.0,0,4.0,2,41.4061665,2.1809018,1,14.0
1217,0,1450.0,80.0,1,4.0,2,41.3738861,2.1653746,0,18.0
1218,5,1100.0,60.0,1,1.0,1,41.3834004,2.1777087,0,18.0
1219,4,1600.0,100.0,1,2.0,1,41.3843317,2.1658934,1,16.0
1220,2,3100.0,150.0,1,2.0,2,41.3840408,2.180591,1,21.0
1221,2,900.0,42.0,1,1.0,1,41.3842998,2.1733537,1,21.0
1222,1,1200.0,75.0,1,3.0,1,41.4034703,2.1778774,1,16.0
1224,1,690.0,60.0,1,2.0,1,41.4381057,2.1736822,0,12.0
1225,2,1250.0,45.0,0,1.0,1,41.386617,2.1783154,0,28.0
1226,3,1600.0,70.0,1,3.0,1,41.3931133,2.120321,1,23.0
1227,2,3000.0,85.0,1,2.0,2,41.4044491,2.179892,1,35.0
1228,5,1850.0,122.0,1,3.0,2,41.3771175,2.1226491,1,15.0
1229,1,1300.0,110.0,1,3.0,2,41.4167193,2.1449676,0,12.0
1230,4,1350.0,118.0,1,3.0,2,41.4001342,2.1445265,1,11.0
1231,2,1000.0,70.0,1,2.0,1,41.3803082,2.1631232,0,14.0
1232,4,950.0,48.0,1,1.0,1,41.3872498,2.1842956,0,20.0
1233,1,850.0,46.0,1,2.0,1,41.3983895,2.1937922,1,18.0
1234,0,580.0,57.0,1,1.0,1,41.4561238,2.2062349,1,10.0
1235,0,1950.0,140.0,1,3.0,3,41.4069133,2.1459592,1,14.0
1236,3,1100.0,110.0,1,3.0,2,41.4401424,2.2424974,1,10.0
1237,1,1200.0,62.0,1,2.0,1,41.3971112,2.1705399,1,19.0
1238,1,1700.0,105.0,1,2.0,2,41.4018331,2.1263164,1,16.0
1239,5,950.0,60.0,1,2.0,1,41.3832074,2.1813049,1,16.0
1240,0,1500.0,330.0,0,5.0,3,41.496057,1.8922954,0,5.0
1241,4,1150.0,70.0,1,3.0,2,41.383507,2.1572701,1,16.0
1242,0,1450.0,280.0,0,5.0,2,41.3855889,1.9450711,0,5.0
1243,2,2400.0,192.0,1,5.0,3,41.4087101,2.1340052,1,13.0
1244,0,890.0,90.0,1,3.0,1,41.421296,2.1526705,1,10.0
1245,1,818.0,81.0,1,3.0,1,41.4570987,2.2189397,1,10.0
1246,0,2500.0,307.0,0,4.0,3,41.5727242,2.4932953,0,8.0
1247,1,1000.0,53.0,0,2.0,1,41.3714408,2.1617185,1,19.0
1248,0,3000.0,160.0,1,4.0,2,41.47609,2.07093,1,19.0
1249,3,1650.0,96.0,0,3.0,2,41.3889367,2.1663981,1,17.0
1250,1,600.0,110.0,1,4.0,2,41.5827674,2.5509199,0,5.0
1251,0,800.0,132.0,0,1.0,1,41.3831373,2.0537425,0,6.0
1252,0,1990.0,45.0,0,3.0,2,41.4057044,2.1464227,0,44.0
1253,3,1550.0,90.0,1,2.0,2,41.399893,2.1633466,1,17.0
1254,2,4000.0,175.0,1,3.0,3,41.3999385,2.1317926,1,23.0
1255,5,1400.0,125.0,1,4.0,2,41.3886484,2.1316638,1,11.0
1256,5,2200.0,130.0,1,4.0,2,41.4021313,2.1261812,1,17.0
1257,4,3500.0,300.0,1,5.0,4,41.4002282,2.1326384,1,12.0
1258,0,5500.0,755.0,0,10.0,5,41.40781,2.1295574,0,7.0
1259,0,1100.0,80.0,1,1.0,1,41.3982379,2.2080991,1,14.0
1260,8,1300.0,83.0,1,4.0,2,41.3760168,2.1623856,1,16.0
1261,0,2500.0,138.0,1,3.0,3,41.3970794,2.125025,1,18.0
1262,1,2800.0,200.0,1,5.0,3,41.401149,2.1415169,1,14.0
1263,2,1300.0,75.0,1,3.0,1,41.4242762,2.2072944,1,17.0
1264,3,1200.0,60.0,1,2.0,1,41.3875806,2.1323918,1,20.0
1265,2,1200.0,60.0,0,1.0,1,41.3840676,2.1825171,1,20.0
1266,5,1550.0,104.0,1,3.0,2,41.3836614,2.1555477,1,15.0
1267,3,1300.0,75.0,1,3.0,1,41.4230218,2.2092469,1,17.0
1268,3,2000.0,91.0,1,2.0,1,41.3890081,2.1876017,1,22.0
1269,4,900.0,70.0,1,2.0,1,41.3736725,2.1595546,1,13.0
1270,4,2500.0,140.0,1,2.0,2,41.3898539,2.1601314,1,18.0
1271,4,1300.0,76.0,1,2.0,2,41.4075277,2.2047515,1,17.0
1272,20,4500.0,135.0,1,3.0,2,41.4078855,2.2156192,1,33.0
1273,0,4250.0,506.0,0,5.0,5,41.4306759,2.1064639,0,8.0
1275,0,4900.0,560.0,0,4.0,4,41.4507627,2.0568154,0,9.0
1277,9,6000.0,250.0,1,5.0,3,41.396201,2.1395798,1,24.0
1278,0,2500.0,350.0,0,5.0,4,41.2496474,1.8260677,0,7.0
1279,0,996.0,196.0,1,3.0,2,41.5599776,2.2296253,1,5.0
1280,0,833.0,157.0,1,3.0,2,41.5599776,2.2296253,1,5.0
1281,0,809.0,151.0,1,2.0,1,41.5599776,2.2296253,1,5.0
1282,0,1001.0,172.0,1,5.0,4,41.5599776,2.2296253,1,6.0
1283,5,825.0,50.0,1,2.0,1,41.41692,2.185324,1,17.0
1284,6,2000.0,145.0,1,5.0,2,41.3882513,2.147014,1,14.0
1285,0,625.0,74.0,1,2.0,1,41.5686754,2.4822388,0,8.0
1286,1,1200.0,77.0,1,2.0,1,41.3863789,2.1385464,1,16.0
1287,4,4500.0,138.0,1,4.0,2,41.4055178,2.2125362,1,33.0
1288,0,1300.0,180.0,0,4.0,2,41.28293,1.74727,0,7.0
1289,0,3100.0,467.0,0,5.0,6,41.2327789,1.7565685,0,7.0
1290,6,2000.0,130.0,1,2.0,2,41.4023533,2.1415716,1,15.0
1291,0,3100.0,320.0,0,4.0,2,41.4645505,2.0648871,0,10.0
1292,2,2000.0,150.0,1,4.0,3,41.3948296,2.1600915,1,13.0
1293,1,1000.0,45.0,1,1.0,1,41.3814141,2.1747385,0,22.0
1294,1,890.0,35.0,1,0.0,1,41.3812894,2.1785907,1,25.0
1295,2,890.0,80.0,0,3.0,1,41.4254405,2.1518602,0,11.0
1296,3,1550.0,75.0,0,2.0,1,41.3946731,2.1657612,1,21.0
1297,2,1200.0,140.0,1,4.0,1,41.4181369,2.20711,1,9.0
1298,5,695.0,30.0,1,1.0,1,41.3815024,2.1661125,0,23.0
1299,2,2800.0,120.0,1,2.0,2,41.3824703,2.1846965,1,23.0
1300,3,900.0,90.0,1,2.0,1,41.3867399,2.1567226,0,10.0
1301,0,750.0,60.0,0,0.0,1,41.3540672,2.0974965,0,13.0
1302,4,1500.0,120.0,1,1.0,1,41.382215,2.1745273,0,13.0
1303,3,900.0,60.0,1,1.0,1,41.3763467,2.1693495,0,15.0
1304,4,1200.0,86.0,1,3.0,2,41.4252995,2.1734231,1,14.0
1305,2,2950.0,115.0,1,3.0,2,41.3916427,2.1807306,1,26.0
1306,4,1300.0,100.0,1,3.0,2,41.2374188,1.8040193,1,13.0
1307,0,960.0,60.0,1,2.0,1,41.3779549,2.1264915,1,16.0
1308,1,800.0,80.0,0,0.0,1,41.3900035,2.1482419,1,10.0
1309,4,1400.0,55.0,1,2.0,1,41.3850133,2.1825271,0,25.0
1310,1,950.0,70.0,1,1.0,1,41.4138554,2.1483924,0,14.0
1311,2,875.0,50.0,1,2.0,1,41.3898275,2.1805316,0,18.0
1312,0,2500.0,55.0,0,4.0,2,41.4088037,2.215348,0,45.0
1313,0,1500.0,45.0,0,3.0,1,41.4035833,2.1548715,0,33.0
1314,0,625.0,74.0,1,2.0,1,41.5706582,2.4803681,0,8.0
1315,0,2300.0,200.0,1,3.0,2,41.2264153,1.7853603,1,12.0
1316,6,1350.0,120.0,0,4.0,2,41.3978399,2.1833511,1,11.0
1317,0,1400.0,220.0,0,4.0,2,41.6243855,2.1144989,0,6.0
1318,0,1250.0,35.0,0,2.0,1,41.5020876,2.3457007,0,36.0
