rooms,bathrooms,exterior,hasLift,size,floor,longitude,latitude,price,hasParkingSpace,isParkingSpaceIncludedInPrice,priceperarea,type_chalet,type_chalet_independantHouse,type_chalet_semidetachedHouse,type_chalet_terracedHouse,type_flat,type_flat_duplex,type_flat_penthouse,type_flat_studio,good,newdevelopment,renew
3.0,2.0,1.0,1.0,140.0,1.0,2.1614253,41.3884742,2500.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,140.0,4.0,2.1607113,41.3954123,2850.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,60.0,4.0,2.1837965,41.3833703,2500.0,0.0,0.0,723.4,0,0,0,0,0,0,1,0,1,0,0
5.0,4.0,1.0,1.0,230.0,6.0,2.1105027,41.3829781,2700.0,1.0,1.0,1730.0,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,80.0,1.0,2.1796876,41.3868373,1500.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,120.0,5.0,2.1612311,41.3927409,1900.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,150.0,1.0,2.1483935,41.3973851,2300.0,1.0,1.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,90.0,6.0,2.168268,41.3891505,2000.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,0.0,0.0,140.0,0.0,2.188752,41.3967583,2178.0,0.0,0.0,748.8,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,0.0,0.0,140.0,0.0,2.191052,41.3967583,2178.0,0.0,0.0,748.8,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,155.0,3.0,2.1846965,41.3802703,4150.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,140.0,4.0,2.1461586,41.3978577,2850.0,1.0,1.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,80.0,3.0,2.1325148,41.3894547,2000.0,1.0,1.0,856.3,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,66.0,1.0,2.1747569,41.3809138,1500.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,0.0,1.0,125.0,2.0,2.1600903,41.3905347,2300.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,65.0,4.0,2.1508561,41.4235551,1100.0,0.0,0.0,511.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,0.0,90.0,6.0,2.157443,41.3958991,2200.0,1.0,1.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,145.0,3.0,2.15432,41.3774533,2200.0,0.0,0.0,783.8,0,0,0,0,1,0,0,0,1,0,0
5.0,2.0,1.0,1.0,145.0,6.0,2.147014,41.3882513,2000.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,75.0,5.0,2.1674583,41.4199181,800.0,0.0,0.0,612.9,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,75.0,1.0,2.1818272,41.3827218,1500.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
4.0,3.0,1.0,1.0,170.0,4.0,2.1593296,41.394286,2800.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,74.0,4.0,2.1691612,41.3808258,1450.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,167.0,2.0,2.2174642,41.4034971,3500.0,0.0,0.0,1059.8,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,70.0,2.0,2.1648759,41.3937036,1950.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,84.0,2.0,2.1726304,41.4097795,1000.0,0.0,0.0,713.1,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,110.0,2.0,2.120858,41.3935102,1900.0,0.0,0.0,1109.7,0,0,0,0,0,1,0,0,1,0,0
5.0,2.0,0.0,0.0,299.0,0.0,2.174435,41.4207096,1750.0,1.0,1.0,612.9,0,0,0,1,0,0,0,0,0,0,1
1.0,1.0,1.0,0.0,42.0,6.0,2.162875,41.3802263,850.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,65.0,4.0,2.121715,41.3947763,1650.0,0.0,0.0,1109.7,0,0,0,0,0,0,1,0,1,0,0
2.0,1.0,1.0,1.0,65.0,4.0,2.2138327,41.4173211,950.0,0.0,0.0,506.7,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,68.0,4.0,2.18742,41.4457799,875.0,0.0,0.0,530.3,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,50.0,1.0,2.1444792,41.4016128,850.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,70.0,2.0,2.1712184,41.386814,3600.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,95.0,3.0,2.1630631,41.3949673,1900.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,70.0,6.0,2.1669796,41.3900747,1800.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,90.0,4.0,2.1543476,41.3769471,2500.0,0.0,0.0,783.8,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,140.0,4.0,2.1615113,41.3994123,2850.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,150.0,4.0,2.1830965,41.3793703,2650.0,0.0,0.0,723.4,0,0,0,0,0,0,1,0,1,0,0
3.0,3.0,1.0,1.0,220.0,7.0,2.1448869,41.4025741,5100.0,0.0,0.0,1156.3,0,0,0,0,0,0,1,0,1,0,0
1.0,1.0,1.0,0.0,45.0,5.0,2.1708348,41.387373,1050.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,60.0,3.0,2.1875565,41.3845783,1650.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,1.0,46.0,2.0,2.200477,41.3970901,950.0,1.0,1.0,735.0,0,0,0,0,0,0,0,1,1,0,0
2.0,1.0,1.0,0.0,65.0,1.0,2.1882042,41.3789625,1330.0,0.0,0.0,602.6,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,0.0,1.0,160.0,1.0,2.1443935,41.3979851,2300.0,1.0,1.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,110.0,3.0,2.1743287,41.3930958,2300.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,1.0,50.0,5.0,2.1696988,41.4011963,750.0,0.0,0.0,1012.5,0,0,0,0,0,0,0,1,1,0,0
1.0,1.0,1.0,1.0,40.0,2.0,2.1699922,41.3783229,1100.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,55.0,5.0,2.1749453,41.382566,980.0,0.0,0.0,786.0,0,0,0,0,0,0,1,0,1,0,0
2.0,1.0,1.0,0.0,65.0,1.0,2.1857882,41.384094,1600.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,0.0,0.0,110.0,1.0,2.1813085,41.3792811,1950.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,75.0,1.0,2.1747349,41.3948539,1500.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
3.0,3.0,0.0,1.0,178.0,4.0,2.1607898,41.3884008,5800.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,0,0,0
2.0,2.0,0.0,0.0,115.0,2.0,2.1808527,41.3812327,2300.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,0.0,1.0,120.0,1.0,2.136619,41.4022663,2150.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,0,0,0
5.0,5.0,0.0,0.0,467.0,0.0,2.160509,41.3832401,5900.0,0.0,0.0,765.6,0,1,0,0,0,0,0,0,1,0,0
2.0,1.0,1.0,1.0,85.0,3.0,2.1838933,41.3872059,1550.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,90.0,6.0,2.1730457,41.4031094,1700.0,0.0,0.0,713.1,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,0.0,1.0,110.0,3.0,2.1567132,41.3903333,1600.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,0.0,1.0,120.0,0.0,2.1581211,41.3859089,1800.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,0.0,1.0,160.0,0.0,2.1326518,41.4010385,3800.0,0.0,0.0,1385.0,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,0.0,1.0,105.0,8.0,2.1341684,41.3844491,1600.0,0.0,0.0,856.3,0,0,0,0,1,0,0,0,0,0,0
4.0,2.0,0.0,1.0,128.0,0.0,2.1330132,41.4085045,2700.0,0.0,0.0,1046.4,0,0,0,0,1,0,0,0,0,0,0
2.0,2.0,1.0,1.0,130.0,5.0,2.1411917,41.402907,2000.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,0.0,1.0,75.0,3.0,2.1782212,41.3785447,1800.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,3.0,0.0,1.0,135.0,6.0,2.1535088,41.385958,5000.0,0.0,0.0,911.1,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,1.0,1.0,52.0,4.0,2.166773,41.3911526,1800.0,1.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,120.0,3.0,2.179579,41.3968292,1700.0,0.0,0.0,768.1,0,0,0,0,1,0,0,0,1,0,0
4.0,3.0,1.0,1.0,160.0,4.0,2.1329146,41.4051414,2100.0,0.0,0.0,1046.4,0,0,0,0,1,0,0,0,1,0,0
3.0,3.0,1.0,1.0,300.0,1.0,2.162009,41.3853401,3500.0,0.0,0.0,765.6,0,0,0,0,1,0,0,0,0,0,1
3.0,2.0,0.0,1.0,95.0,2.0,2.1746222,41.4051563,1550.0,0.0,0.0,713.1,0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,0.0,1.0,72.0,0.0,2.1202038,41.3925852,1650.0,0.0,0.0,1109.7,0,0,0,0,1,0,0,0,0,0,0
4.0,4.0,0.0,0.0,220.0,0.0,2.1901962,41.4348371,2300.0,0.0,0.0,613.3,0,1,0,0,0,0,0,0,0,0,0
3.0,2.0,1.0,1.0,140.0,2.0,2.1515647,41.4033156,1700.0,0.0,0.0,799.7,0,0,0,0,0,0,1,0,1,0,0
2.0,2.0,1.0,1.0,92.0,7.0,2.1551005,41.4097692,980.0,0.0,0.0,705.2,0,0,0,0,0,0,1,0,1,0,0
3.0,2.0,1.0,1.0,110.0,5.0,2.1720575,41.3894669,1900.0,0.0,0.0,723.4,0,0,0,0,0,0,1,0,1,0,0
5.0,3.0,1.0,1.0,241.0,6.0,2.1740815,41.3981395,2600.0,0.0,0.0,1012.5,0,0,0,0,0,0,1,0,1,0,0
2.0,2.0,1.0,1.0,90.0,0.0,2.1729633,41.3760748,1500.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,0.0,0.0,250.0,2.0,2.1448855,41.4156305,3100.0,1.0,1.0,735.8,0,0,0,1,0,0,0,0,1,0,0
2.0,1.0,1.0,1.0,75.0,2.0,2.1710633,41.3800748,1300.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,110.0,5.0,2.1420698,41.401399,1700.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,70.0,5.0,2.1446095,41.3866119,1800.0,0.0,0.0,783.8,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,70.0,2.0,2.1684863,41.3883183,1200.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,73.0,1.0,2.1586657,41.4024378,1300.0,0.0,0.0,733.1,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,90.0,7.0,2.2087898,41.4009322,2500.0,0.0,0.0,735.0,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,78.0,1.0,2.1806232,41.381867,1100.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,51.0,1.0,2.1782246,41.3868462,900.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
1.0,2.0,1.0,1.0,100.0,3.0,2.1637791,41.3872523,2000.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,100.0,3.0,2.1084117,41.390241,2000.0,1.0,1.0,1730.0,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,0.0,110.0,1.0,2.177778,41.3853648,1800.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,63.0,4.0,2.1725198,41.3765317,900.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,0.0,95.0,1.0,2.1765545,41.3874768,1225.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,0.0,1.0,100.0,6.0,2.1572146,41.4074106,1500.0,0.0,0.0,733.1,0,0,0,0,0,0,1,0,0,0,0
5.0,2.0,0.0,1.0,180.0,8.0,2.1382412,41.3918772,3400.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
5.0,4.0,0.0,0.0,318.0,3.0,2.1230793,41.3920222,5000.0,1.0,1.0,1109.7,0,1,0,0,0,0,0,0,1,0,0
2.0,2.0,0.0,1.0,160.0,5.0,2.127276,41.4064243,3900.0,1.0,1.0,1046.4,0,0,0,0,0,0,1,0,1,0,0
2.0,3.0,1.0,1.0,161.0,4.0,2.1578307,41.3944109,2000.0,0.0,0.0,1012.5,0,0,0,0,0,0,1,0,1,0,0
4.0,2.0,1.0,1.0,130.0,2.0,2.1366132,41.4084045,2700.0,1.0,1.0,1046.4,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,33.0,3.0,2.1860584,41.3818804,1000.0,0.0,0.0,602.6,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,87.0,5.0,2.1490393,41.3823923,1100.0,1.0,1.0,783.8,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,85.0,3.0,2.1710765,41.3818431,1200.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,0.0,1.0,90.0,1.0,2.1782034,41.3963024,875.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
4.0,3.0,1.0,1.0,175.0,5.0,2.1280812,41.4001313,3100.0,1.0,1.0,1385.0,0,0,0,0,1,0,0,0,1,0,0
4.0,4.0,1.0,1.0,170.0,11.0,2.1222699,41.3911975,3500.0,1.0,1.0,1730.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,155.0,2.0,2.1752897,41.3932773,1800.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,120.0,3.0,2.18044,41.37863,2600.0,1.0,1.0,786.0,0,0,0,0,1,0,0,0,1,0,0
5.0,4.0,0.0,1.0,300.0,2.0,2.1503001,41.394832,4300.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,0,0,0
5.0,4.0,0.0,1.0,240.0,10.0,2.136761,41.3904504,4500.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,0,0,0
2.0,2.0,0.0,1.0,86.0,0.0,2.1436917,41.3973468,1600.0,0.0,0.0,1156.3,0,0,0,0,0,0,1,0,0,0,0
5.0,3.0,0.0,1.0,152.0,4.0,2.1455091,41.4065229,2300.0,0.0,0.0,799.7,0,0,0,0,1,0,0,0,0,0,0
2.0,1.0,1.0,1.0,66.0,1.0,2.1471389,41.4035499,925.0,0.0,0.0,799.7,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,106.0,6.0,2.1790215,41.3866326,3000.0,0.0,0.0,786.0,0,0,0,0,0,0,1,0,1,0,0
1.0,1.0,1.0,0.0,50.0,0.0,2.1972445,41.3943378,1200.0,0.0,0.0,735.0,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,0.0,60.0,2.0,2.1737026,41.3837903,800.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,101.0,2.0,2.1270483,41.4097174,2097.0,1.0,1.0,1046.4,0,0,0,0,1,0,0,0,1,0,0
3.0,3.0,1.0,1.0,200.0,2.0,2.1462971,41.4005363,4500.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,212.0,2.0,2.1674822,41.3925346,2800.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,90.0,3.0,2.1795583,41.382985,1300.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,0.0,0.0,85.0,0.0,2.1871631,41.3676008,2900.0,0.0,0.0,602.6,0,0,0,0,1,0,0,0,0,0,0
2.0,2.0,1.0,0.0,80.0,1.0,2.1818965,41.3833703,3200.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
5.0,2.0,1.0,1.0,125.0,5.0,2.146114,41.3902513,2000.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
5.0,3.0,1.0,1.0,190.0,1.0,2.118557,41.3999179,2200.0,1.0,1.0,1109.7,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,75.0,6.0,2.1844072,41.4419753,750.0,0.0,0.0,530.3,0,0,0,0,0,0,1,0,1,0,0
1.0,1.0,1.0,0.0,40.0,3.0,2.1742857,41.3810454,700.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
7.0,3.0,1.0,1.0,200.0,4.0,2.1608683,41.3940866,2600.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,0,0,1
4.0,2.0,1.0,1.0,150.0,1.0,2.141671,41.4024873,1800.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,80.0,10.0,2.2093417,41.4079912,1500.0,1.0,0.0,1059.8,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,0.0,1.0,45.0,1.0,2.1728754,41.4121003,2900.0,0.0,0.0,713.1,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,122.0,8.0,2.1750686,41.4110562,1750.0,1.0,0.0,644.0,0,0,0,0,0,0,1,0,1,0,0
4.0,2.0,1.0,1.0,90.0,1.0,2.1575881,41.3929259,1600.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,45.0,8.0,2.178704,41.3961357,1400.0,0.0,0.0,768.1,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,108.0,5.0,2.1584387,41.3741996,1650.0,0.0,0.0,612.1,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,140.0,4.0,2.2125362,41.4045178,4500.0,1.0,1.0,1059.8,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,125.0,2.0,2.1463295,41.393731,1650.0,0.0,0.0,1156.3,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,65.0,4.0,2.1619248,41.4102318,2300.0,0.0,0.0,705.2,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,50.0,3.0,2.18455,41.38063,1600.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,46.0,1.0,2.1493251,41.4009615,1050.0,0.0,0.0,733.1,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,140.0,3.0,2.1534154,41.3938991,2500.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,85.0,1.0,2.1436189,41.4050676,1400.0,1.0,0.0,799.7,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,100.0,6.0,2.1464647,41.3914773,1900.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,135.0,5.0,2.1064509,41.3845332,1500.0,1.0,1.0,1730.0,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,75.0,3.0,2.1636503,41.3817586,1150.0,0.0,0.0,765.6,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,58.0,2.0,2.1745009,41.3837994,2000.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,90.0,1.0,2.1613436,41.3716069,1600.0,0.0,0.0,612.1,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,110.0,3.0,2.1814828,41.4052969,1591.0,1.0,0.0,713.1,0,0,0,0,1,0,0,0,1,0,0
4.0,2.0,1.0,1.0,150.0,7.0,2.1600441,41.4128323,1300.0,0.0,0.0,705.2,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,0.0,74.0,0.0,2.1574287,41.4266597,900.0,0.0,0.0,511.0,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,135.0,7.0,2.1054509,41.3877332,1500.0,1.0,1.0,1730.0,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,75.0,3.0,2.1364959,41.4120202,950.0,0.0,0.0,799.7,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,0.0,120.0,2.0,2.1745343,41.3826791,1500.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,65.0,4.0,2.1404959,41.4122202,1000.0,0.0,0.0,799.7,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,57.0,3.0,2.1708765,41.3903905,1850.0,1.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,1.0,35.0,3.0,2.1668273,41.3854107,890.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
1.0,2.0,1.0,1.0,120.0,1.0,2.1797216,41.3795113,1500.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,60.0,1.0,2.170138,41.4126895,1400.0,0.0,0.0,642.6,0,0,0,0,1,0,0,0,1,0,0
3.0,3.0,0.0,0.0,260.0,0.0,2.1009444,41.412944,2900.0,1.0,1.0,1006.5,0,1,0,0,0,0,0,0,1,0,0
5.0,3.0,1.0,0.0,180.0,3.0,2.1432073,41.3910455,2100.0,1.0,0.0,856.3,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,0.0,0.0,70.0,3.0,2.1747957,41.3799993,800.0,0.0,0.0,625.8,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,1.0,60.0,1.0,2.1806543,41.3793136,1150.0,0.0,0.0,786.0,0,0,0,0,0,0,0,1,1,0,0
4.0,2.0,1.0,1.0,140.0,4.0,2.1388934,41.405405,1600.0,0.0,0.0,1046.4,0,0,0,0,1,0,0,0,1,0,0
5.0,2.0,1.0,1.0,176.0,3.0,2.1823391,41.3870097,1875.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,0.0,115.0,1.0,2.1780847,41.3832176,1800.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,0.0,77.0,1.0,2.1568126,41.3904351,1650.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,0.0,0.0,70.0,0.0,2.1850565,41.3805783,2000.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,0,0,0
3.0,2.0,1.0,1.0,90.0,7.0,2.1281776,41.3850728,1800.0,0.0,0.0,756.6,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,65.0,6.0,2.1265739,41.3770079,1000.0,0.0,0.0,756.6,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,1.0,0.0,50.0,4.0,2.1744035,41.3830639,890.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,75.0,0.0,2.1227305,41.3959777,1150.0,0.0,0.0,1109.7,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.0,40.0,6.0,2.1796429,41.3837965,1400.0,0.0,0.0,723.4,0,0,0,0,0,0,1,0,1,0,0
2.0,1.0,1.0,1.0,46.0,1.0,2.1937922,41.3983895,850.0,0.0,0.0,748.8,0,0,0,0,1,0,0,0,1,0,0
3.0,2.0,1.0,1.0,97.0,7.0,2.1612643,41.3765526,1800.0,0.0,0.0,765.6,0,0,0,0,1,0,0,0,1,0,0
5.0,5.0,1.0,1.0,260.0,4.0,2.1168393,41.3977894,6000.0,1.0,1.0,1109.7,0,0,0,0,0,1,0,0,1,0,0
3.0,3.0,1.0,1.0,131.0,0.0,2.1647092,41.3978019,2200.0,0.0,0.0,733.1,0,0,0,0,1,0,0,0,1,0,0
1.0,2.0,1.0,0.0,110.0,3.0,2.177505,41.3833693,2000.0,0.0,0.0,786.0,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,0.0,100.0,2.0,2.1796586,41.383028,1700.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,0.0,0.0,60.0,5.0,2.1807185,41.3833021,895.0,0.0,0.0,723.4,0,0,0,0,1,0,0,0,1,0,0
3.0,1.0,1.0,1.0,60.0,1.0,2.1787647,41.4424556,675.0,0.0,0.0,470.4,0,0,0,0,1,0,0,0,1,0,0
2.0,2.0,1.0,1.0,100.0,1.0,2.1613686,41.3999619,1550.0,0.0,0.0,1012.5,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,0.0,57.0,3.0,2.1344559,41.3830156,700.0,0.0,0.0,856.3,0,0,0,0,1,0,0,0,1,0,0
0.0,2.0,1.0,0.0,140.0,0.0,2.1992376,41.3963217,1850.0,0.0,0.0,735.0,0,0,0,0,0,0,0,1,1,0,0
5.0,2.0,1.0,1.0,152.0,6.0,2.146114,41.3902513,2000.0,0.0,0.0,911.1,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0,1.0,1.0,60.0,1.0,2.1990126,41.4473031,600.0,0.0,0.0,287.4,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,0.0,1.0,80.0,0.0,2.1610074,41.4041439,1750.0,1.0,0.0,733.1,0,0,0,0,0,1,0,0,1,0,0
3.0,3.0,1.0,1.0,140.0,0.0,2.146343,41.4069432,1950.0,1.0,0.0,799.7,0,0,0,0,0,1,0,0,1,0,0
