,rooms,bathrooms,exterior,hasLift,size,floor,longitude,latitude,price,hasParkingSpace,isParkingSpaceIncludedInPrice,0,chalet,flat,0,good,renew
1099,4.0,2.0,1.0,1.0,126.0,4.0,2.4418628,41.5457345,800.0,0.0,0.0,0,0,1,0,1,0
1100,3.0,4.0,0.0,0.0,297.0,2.0,2.164309,41.3813401,3500.0,0.0,0.0,0,0,1,0,1,0
1101,4.0,2.0,0.0,1.0,120.0,2.0,2.1278761,41.3587253,2000.0,1.0,0.0,0,0,1,0,1,0
1102,3.0,2.0,0.0,1.0,130.0,15.0,2.2123093,41.40749,2600.0,0.0,0.0,0,0,1,0,0,0
1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1104,4.0,2.0,1.0,1.0,85.0,6.0,2.1506005,41.3982436,1450.0,0.0,0.0,0,0,1,0,1,0
1106,2.0,2.0,1.0,1.0,132.0,3.0,2.2843192,41.6787655,875.0,1.0,1.0,0,0,1,0,1,0
1107,1.0,1.0,1.0,0.0,45.0,1.0,2.1682664,41.3807314,800.0,0.0,0.0,0,0,1,0,1,0
1108,4.0,1.0,1.0,1.0,100.0,1.0,2.2067159,41.4182537,1000.0,0.0,0.0,0,0,1,0,1,0
1109,4.0,3.0,1.0,0.0,120.0,2.0,2.182549,41.4165436,1400.0,0.0,0.0,0,0,1,0,1,0
1110,4.0,4.0,1.0,0.0,326.0,1.0,2.164509,41.3821401,3500.0,0.0,0.0,0,0,1,0,1,0
1112,2.0,1.0,1.0,1.0,98.0,5.0,2.1775052,41.386335,1200.0,0.0,0.0,0,0,1,0,1,0
1113,2.0,1.0,1.0,1.0,105.0,8.0,2.1778298,41.4066253,1280.0,0.0,0.0,0,0,1,0,1,0
1114,5.0,4.0,1.0,1.0,290.0,1.0,2.1454093,41.3985976,4502.0,0.0,0.0,0,0,1,0,0,0
1115,5.0,2.0,1.0,0.0,145.0,5.0,2.1763003,41.3766864,2700.0,0.0,0.0,0,0,1,0,1,0
1116,1.0,1.0,1.0,0.0,75.0,1.0,2.1763544,41.3808415,1000.0,0.0,0.0,0,0,1,0,1,0
1117,2.0,1.0,1.0,1.0,60.0,3.0,2.1840095,41.4036705,1300.0,0.0,0.0,0,0,1,0,1,0
1118,1.0,1.0,1.0,1.0,70.0,2.0,2.156739,41.4053528,1550.0,0.0,0.0,0,0,1,0,1,0
1119,3.0,1.0,1.0,1.0,80.0,1.0,2.1804143,41.4001209,800.0,0.0,0.0,0,0,1,0,1,0
1120,3.0,2.0,1.0,1.0,90.0,1.0,2.1727003,41.3938441,1300.0,0.0,0.0,0,0,1,0,1,0
1121,2.0,1.0,1.0,0.0,55.0,2.0,2.1398021,41.378085,850.0,0.0,0.0,0,0,1,0,1,0
1122,2.0,1.0,1.0,1.0,75.0,1.0,2.1637612,41.3950731,1550.0,0.0,0.0,0,0,1,0,1,0
1123,3.0,2.0,0.0,1.0,130.0,4.0,2.1637372,41.3931533,2600.0,0.0,0.0,0,0,1,0,1,0
1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1126,2.0,1.0,0.0,0.0,50.0,1.0,2.1827827,41.3898725,1000.0,0.0,0.0,0,0,1,0,1,0
1127,3.0,3.0,0.0,1.0,190.0,1.0,2.201924,41.3926366,3000.0,1.0,0.0,0,0,1,0,1,0
1128,3.0,2.0,0.0,1.0,110.0,5.0,2.1370118,41.3923788,2300.0,1.0,0.0,0,0,1,0,1,0
1129,4.0,2.0,1.0,1.0,110.0,2.0,2.1650469,41.3859351,1700.0,0.0,0.0,0,0,1,0,1,0
1130,2.0,1.0,1.0,1.0,70.0,3.0,2.1689765,41.3890905,1850.0,1.0,1.0,0,0,1,0,1,0
1131,4.0,2.0,1.0,1.0,160.0,3.0,2.2003161,41.4030124,2000.0,0.0,0.0,0,0,1,0,1,0
1133,4.0,1.0,1.0,1.0,90.0,6.0,2.1574077,41.3861936,2300.0,0.0,0.0,0,0,1,0,1,0
1134,2.0,1.0,1.0,1.0,60.0,9.0,2.1537927,41.3761107,2300.0,0.0,0.0,0,0,1,0,1,0
1135,2.0,1.0,1.0,0.0,78.0,3.0,1.9447353,41.272425,2200.0,1.0,0.0,0,0,1,0,1,0
1136,2.0,1.0,1.0,1.0,57.0,3.0,2.1671765,41.3890905,2000.0,0.0,0.0,0,0,1,0,1,0
1137,3.0,2.0,1.0,1.0,100.0,2.0,2.2078926,41.4028546,1500.0,1.0,0.0,0,0,1,0,1,0
1138,4.0,2.0,1.0,1.0,85.0,2.0,2.1854677,41.4078547,1800.0,0.0,0.0,0,0,1,0,1,0
1139,1.0,1.0,1.0,1.0,50.0,2.0,2.1466863,41.3859837,1800.0,0.0,0.0,0,0,1,0,1,0
1140,2.0,2.0,1.0,1.0,110.0,2.0,2.165069,41.3900174,2500.0,0.0,0.0,0,0,1,0,1,0
1141,3.0,2.0,1.0,1.0,130.0,6.0,2.2116225,41.4069388,2400.0,1.0,0.0,0,0,1,0,1,0
1142,3.0,2.0,1.0,1.0,90.0,10.0,2.1902595,41.4179705,2500.0,0.0,0.0,0,0,1,0,1,0
1143,2.0,1.0,1.0,0.0,82.0,2.0,2.1481068,41.4034852,1550.0,0.0,0.0,0,0,1,0,1,0
1144,4.0,2.0,1.0,1.0,225.0,4.0,2.1975674,41.4234526,4500.0,1.0,1.0,0,0,1,0,1,0
1145,1.0,1.0,1.0,1.0,85.0,1.0,2.1717572,41.4138287,1300.0,0.0,0.0,0,0,1,0,1,0
1146,1.0,1.0,1.0,1.0,160.0,1.0,2.1568457,41.3817009,1350.0,0.0,0.0,0,0,1,0,1,0
1147,1.0,1.0,1.0,0.0,40.0,3.0,2.1754245,41.3787393,1400.0,0.0,0.0,0,0,1,0,1,0
1148,1.0,1.0,1.0,1.0,40.0,1.0,2.1775183,41.3779645,1250.0,0.0,0.0,0,0,1,0,1,0
1149,2.0,1.0,1.0,0.0,50.0,4.0,2.1901811,41.3780862,1000.0,0.0,0.0,0,0,1,0,1,0
1150,2.0,1.0,1.0,1.0,55.0,5.0,2.1775685,41.379249,1200.0,0.0,0.0,0,0,1,0,1,0
1151,1.0,1.0,1.0,1.0,40.0,1.0,2.1924297,41.3779102,1100.0,0.0,0.0,0,0,1,0,1,0
1152,2.0,1.0,1.0,0.0,150.0,1.0,2.1385424,41.3712244,1850.0,0.0,0.0,0,0,1,0,1,0
1153,1.0,1.0,1.0,1.0,50.0,7.0,2.1775685,41.382649,1150.0,0.0,0.0,0,0,1,0,1,0
1154,1.0,1.0,1.0,0.0,85.0,0.0,2.1584027,41.3769352,1200.0,0.0,0.0,0,0,1,0,1,0
1155,1.0,1.0,1.0,1.0,70.0,1.0,2.177158,41.3800962,1600.0,0.0,0.0,0,0,1,0,1,0
1156,2.0,1.0,0.0,1.0,80.0,1.0,2.1785079,41.4115328,2200.0,0.0,0.0,0,0,1,0,1,0
1157,3.0,1.0,0.0,1.0,150.0,1.0,2.1704882,41.3932347,2700.0,0.0,0.0,0,0,1,0,1,0
1158,2.0,1.0,0.0,1.0,80.0,1.0,2.1785079,41.4132328,2200.0,0.0,0.0,0,0,1,0,1,0
1159,2.0,1.0,1.0,0.0,70.0,4.0,2.1762656,41.4049612,2700.0,0.0,0.0,0,0,1,0,1,0
1160,2.0,2.0,1.0,0.0,90.0,4.0,2.161443,41.3923991,2200.0,1.0,0.0,0,0,1,0,1,0
1161,4.0,2.0,1.0,1.0,145.0,1.0,2.1476935,41.3967851,2300.0,1.0,0.0,0,0,1,0,1,0
1162,2.0,1.0,0.0,1.0,80.0,1.0,2.1812079,41.4138328,2200.0,0.0,0.0,0,0,1,0,1,0
1163,2.0,1.0,0.0,1.0,80.0,1.0,2.1825079,41.4109328,2200.0,0.0,0.0,0,0,1,0,1,0
1164,2.0,1.0,1.0,1.0,67.0,1.0,2.1794829,41.3817731,1150.0,0.0,0.0,0,0,1,0,1,0
1165,4.0,4.0,1.0,1.0,205.0,4.0,2.0879942,41.3730875,2400.0,1.0,0.0,0,0,1,0,1,0
1166,3.0,2.0,0.0,1.0,100.0,3.0,2.1844445,41.3875123,1500.0,0.0,0.0,0,0,1,0,1,0
1167,2.0,2.0,1.0,0.0,84.0,3.0,2.1728254,41.3829098,1500.0,0.0,0.0,0,0,1,0,1,0
1168,5.0,4.0,1.0,1.0,165.0,3.0,2.1633102,41.3930023,3200.0,0.0,0.0,0,0,1,0,1,0
1169,3.0,2.0,1.0,1.0,90.0,1.0,2.2192714,41.4129547,1500.0,1.0,0.0,0,0,1,0,1,0
1170,3.0,1.0,1.0,1.0,81.0,5.0,2.1803376,41.3998984,2300.0,0.0,0.0,0,0,1,0,1,0
1171,3.0,2.0,1.0,1.0,120.0,1.0,2.201524,41.3893366,3000.0,1.0,0.0,0,0,1,0,1,0
1172,3.0,1.0,1.0,1.0,70.0,1.0,2.2022475,41.4536365,780.0,0.0,0.0,0,0,1,0,1,0
1173,2.0,1.0,1.0,1.0,75.0,5.0,2.1938844,41.3911366,1650.0,1.0,0.0,0,0,1,0,1,0
1174,1.0,1.0,1.0,1.0,60.0,8.0,2.1880565,41.3835783,1200.0,0.0,0.0,0,0,1,0,1,0
1175,2.0,1.0,1.0,1.0,60.0,4.0,2.1632286,41.3868474,1700.0,0.0,0.0,0,0,1,0,1,0
1176,1.0,1.0,0.0,0.0,25.0,0.0,2.1295274,41.3742456,650.0,0.0,0.0,0,0,1,0,1,0
1177,4.0,2.0,0.0,0.0,1000.0,0.0,2.0696,41.6248,1400.0,1.0,1.0,0,1,0,0,1,0
1179,3.0,2.0,1.0,1.0,105.0,3.0,2.2370215,41.4569719,1400.0,1.0,0.0,0,0,1,0,1,0
1180,2.0,2.0,1.0,1.0,90.0,4.0,2.1671164,41.3930537,4500.0,0.0,0.0,0,0,1,0,1,0
1181,2.0,2.0,1.0,1.0,75.0,1.0,2.1421098,41.4049493,2200.0,0.0,0.0,0,0,1,0,1,0
1182,2.0,2.0,1.0,1.0,85.0,2.0,2.1808385,41.3836505,1400.0,1.0,0.0,0,0,1,0,1,0
1183,2.0,1.0,1.0,1.0,55.0,1.0,2.1390063,41.4038223,730.0,0.0,0.0,0,0,1,0,1,0
1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1185,3.0,2.0,1.0,1.0,109.0,3.0,2.2317071,41.4245215,1500.0,1.0,0.0,0,0,1,0,1,0
1186,2.0,1.0,0.0,0.0,50.0,3.0,2.1729903,41.4019421,850.0,0.0,0.0,0,0,1,0,1,0
1187,2.0,2.0,1.0,1.0,78.0,4.0,2.207642,41.3997481,1350.0,1.0,0.0,0,0,1,0,1,0
1188,2.0,1.0,1.0,0.0,60.0,4.0,2.180523,41.3784545,1400.0,0.0,0.0,0,0,1,0,1,0
1189,1.0,1.0,1.0,0.0,60.0,1.0,2.1629349,41.3723846,850.0,0.0,0.0,0,0,1,0,1,0
1190,4.0,2.0,1.0,1.0,150.0,1.0,2.1445277,41.3971767,2250.0,1.0,1.0,0,0,1,0,1,0
1191,3.0,2.0,1.0,1.0,65.0,1.0,2.1818846,41.4077513,2050.0,0.0,0.0,0,0,1,0,1,0
1192,4.0,1.0,1.0,1.0,83.0,3.0,2.2382291,41.4511785,800.0,0.0,0.0,0,0,1,0,1,0
1193,3.0,2.0,1.0,1.0,140.0,0.0,2.1794846,41.4111513,1990.0,0.0,0.0,0,0,1,0,1,0
1194,5.0,2.0,0.0,1.0,120.0,2.0,2.1822236,41.3841722,3000.0,0.0,0.0,0,0,1,0,1,0
1195,2.0,1.0,1.0,1.0,66.0,3.0,2.1624798,41.3701174,900.0,0.0,0.0,0,0,1,0,1,0
1196,2.0,2.0,0.0,1.0,70.0,2.0,2.1772254,41.3795944,2700.0,0.0,0.0,0,0,1,0,1,0
1197,3.0,1.0,1.0,1.0,75.0,1.0,2.1689653,41.3798432,2500.0,0.0,0.0,0,0,1,0,1,0
1198,2.0,1.0,1.0,1.0,60.0,2.0,2.2032652,41.3989584,1400.0,0.0,0.0,0,0,1,0,1,0
1199,3.0,2.0,1.0,1.0,165.0,1.0,2.1997602,41.4027618,1700.0,0.0,0.0,0,0,1,0,1,0
1200,1.0,1.0,1.0,0.0,40.0,2.0,2.1932412,41.3814044,1000.0,0.0,0.0,0,0,1,0,1,0
1201,1.0,1.0,1.0,0.0,65.0,1.0,2.171726,41.3790924,1350.0,0.0,0.0,0,0,1,0,1,0
1202,3.0,2.0,1.0,1.0,103.0,2.0,2.1727373,41.3809593,1800.0,0.0,0.0,0,0,1,0,1,0
1203,3.0,2.0,1.0,0.0,100.0,2.0,2.1804287,41.386682,1550.0,0.0,0.0,0,0,1,0,1,0
1204,5.0,2.0,1.0,0.0,200.0,1.0,2.238639,41.4393058,1800.0,0.0,0.0,0,0,1,0,1,0
1205,3.0,1.0,1.0,1.0,75.0,1.0,2.2113044,41.4118124,1200.0,0.0,0.0,0,0,1,0,1,0
1206,1.0,1.0,1.0,1.0,100.0,0.0,2.121715,41.3947763,1650.0,1.0,0.0,0,0,1,0,1,0
1207,2.0,1.0,1.0,1.0,65.0,4.0,2.1843219,41.3850966,1600.0,0.0,0.0,0,0,1,0,1,0
1208,4.0,3.0,1.0,1.0,124.0,3.0,2.2093276,41.4507095,950.0,0.0,0.0,0,0,1,0,1,0
1209,2.0,1.0,0.0,1.0,65.0,0.0,2.1654456,41.4302196,695.0,0.0,0.0,0,0,1,0,1,0
1210,3.0,1.0,1.0,1.0,84.0,6.0,2.12692,41.3842343,1660.0,0.0,0.0,0,0,1,0,1,0
1211,1.0,1.0,1.0,0.0,62.0,0.0,2.1554148,41.4003635,1400.0,0.0,0.0,0,0,1,0,1,0
1212,3.0,1.0,1.0,1.0,94.0,7.0,2.2168982,41.4139901,1200.0,0.0,0.0,0,0,1,0,1,0
1213,1.0,1.0,1.0,0.0,82.0,5.0,2.1790272,41.3826999,1400.0,0.0,0.0,0,0,1,0,1,0
1214,1.0,1.0,1.0,1.0,42.0,2.0,2.1845095,41.4070705,1100.0,0.0,0.0,0,0,1,0,1,0
1215,4.0,2.0,1.0,1.0,90.0,2.0,2.1538665,41.3854772,1200.0,0.0,0.0,0,0,1,0,1,0
1216,1.0,1.0,1.0,1.0,60.0,3.0,2.1880565,41.3830783,1550.0,0.0,0.0,0,0,1,0,1,0
1217,2.0,1.0,1.0,0.0,55.0,1.0,2.1825519,41.3874992,1450.0,0.0,0.0,0,0,1,0,1,0
1218,2.0,2.0,1.0,1.0,80.0,5.0,2.2076141,41.4025306,1350.0,0.0,0.0,0,0,1,0,1,0
1219,3.0,1.0,1.0,1.0,90.0,1.0,2.1891975,41.4029783,1200.0,0.0,0.0,0,0,1,0,1,0
1220,3.0,1.0,1.0,0.0,65.0,1.0,2.166094,41.3755542,2500.0,0.0,0.0,0,0,1,0,1,0
1221,2.0,1.0,1.0,1.0,55.0,1.0,2.159764,41.3833731,1500.0,0.0,0.0,0,0,1,0,1,0
1222,4.0,2.0,1.0,1.0,85.0,6.0,2.1407549,41.40302,1450.0,0.0,0.0,0,0,1,0,1,0
1223,3.0,1.0,1.0,1.0,65.0,3.0,2.1693926,41.4178485,700.0,0.0,0.0,0,0,1,0,1,0
1224,3.0,2.0,1.0,1.0,155.0,14.0,2.2138658,41.4046266,2400.0,1.0,0.0,0,0,1,0,1,0
1225,3.0,1.0,0.0,1.0,80.0,8.0,2.1672013,41.3738228,1600.0,0.0,0.0,0,0,1,0,1,0
1226,3.0,1.0,1.0,1.0,105.0,7.0,2.2142611,41.4131535,1200.0,0.0,0.0,0,0,1,0,1,0
1227,2.0,1.0,1.0,1.0,75.0,1.0,2.179493,41.3815964,1700.0,0.0,0.0,0,0,1,0,1,0
1228,3.0,1.0,1.0,1.0,80.0,1.0,2.227802,41.4398024,1200.0,0.0,0.0,0,0,1,0,1,0
1229,3.0,1.0,1.0,1.0,70.0,3.0,2.121621,41.3969133,1600.0,0.0,0.0,0,0,1,0,1,0
1230,2.0,2.0,0.0,1.0,70.0,5.0,2.1808254,41.3781944,3500.0,0.0,0.0,0,0,1,0,1,0
1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1233,4.0,2.0,1.0,1.0,130.0,5.0,2.1409296,41.395561,2900.0,0.0,0.0,0,0,1,0,1,0
1234,4.0,2.0,1.0,1.0,120.0,2.0,2.1275931,41.3787,4000.0,0.0,0.0,0,0,1,0,1,0
1235,2.0,2.0,1.0,1.0,85.0,1.0,2.1682387,41.3979314,1800.0,0.0,0.0,0,0,1,0,1,0
1236,1.0,1.0,1.0,1.0,66.0,4.0,2.1540426,41.3748307,1650.0,0.0,0.0,0,0,1,0,1,0
1237,4.0,2.0,1.0,1.0,150.0,5.0,2.1561441,41.4121323,1300.0,0.0,0.0,0,0,1,0,1,0
1238,2.0,2.0,0.0,0.0,140.0,0.0,2.164509,41.3841401,2500.0,0.0,0.0,0,0,1,0,1,0
1239,3.0,2.0,1.0,1.0,110.0,1.0,2.1616516,41.4050137,1700.0,1.0,0.0,0,0,1,0,1,0
1240,2.0,1.0,1.0,0.0,70.0,2.0,2.1644355,41.407832,1300.0,0.0,0.0,0,0,1,0,1,0
1241,1.0,1.0,1.0,0.0,55.0,1.0,2.1890681,41.3796466,800.0,0.0,0.0,0,0,1,0,1,0
1242,2.0,1.0,1.0,0.0,100.0,2.0,2.1806405,41.3845537,1500.0,0.0,0.0,0,0,1,0,1,0
1243,1.0,1.0,1.0,1.0,47.0,5.0,2.1675156,41.3834243,950.0,0.0,0.0,0,0,1,0,1,0
1244,4.0,1.0,1.0,1.0,80.0,2.0,2.189459,41.3925248,1350.0,0.0,0.0,0,0,1,0,1,0
1245,2.0,1.0,1.0,1.0,90.0,5.0,2.1710097,41.3987599,1600.0,1.0,0.0,0,0,1,0,1,0
1246,1.0,1.0,1.0,1.0,66.0,4.0,2.1710525,41.3797279,1150.0,0.0,0.0,0,0,1,0,1,0
1247,3.0,1.0,1.0,1.0,78.0,3.0,2.2109752,41.4237738,1300.0,0.0,0.0,0,0,1,0,1,0
1249,3.0,1.0,1.0,1.0,85.0,5.0,2.1920876,41.4059407,1100.0,0.0,0.0,0,0,1,0,1,0
1250,1.0,1.0,0.0,1.0,85.0,3.0,2.160397,41.3907935,1400.0,0.0,0.0,0,0,1,0,1,0
1251,2.0,1.0,1.0,1.0,70.0,6.0,2.1789685,41.378749,1500.0,0.0,0.0,0,0,1,0,1,0
1252,1.0,1.0,1.0,1.0,55.0,2.0,2.1794799,41.38968,1375.0,0.0,0.0,0,0,1,0,1,0
1253,4.0,2.0,0.0,1.0,124.0,2.0,2.1509297,41.4058663,1500.0,0.0,0.0,0,0,1,0,1,0
1254,1.0,1.0,1.0,1.0,40.0,1.0,2.1717024,41.383342,875.0,0.0,0.0,0,0,1,0,1,0
1255,2.0,1.0,1.0,0.0,80.0,2.0,2.1799318,41.3806856,1600.0,0.0,0.0,0,0,1,0,1,0
1256,1.0,1.0,1.0,0.0,20.0,5.0,2.1923403,41.3757206,850.0,0.0,0.0,0,0,1,0,1,0
1257,5.0,3.0,1.0,1.0,180.0,3.0,2.1412073,41.3911455,2100.0,1.0,1.0,0,0,1,0,1,0
1258,3.0,2.0,1.0,1.0,165.0,2.0,2.1618047,41.3942779,4800.0,0.0,0.0,0,0,1,0,1,0
1259,1.0,1.0,1.0,1.0,50.0,2.0,2.1683264,41.3892784,1700.0,0.0,0.0,0,0,1,0,1,0
1260,3.0,2.0,1.0,1.0,103.0,14.0,2.1198596,41.3554179,950.0,0.0,0.0,0,0,1,0,1,0
1261,5.0,2.0,1.0,1.0,125.0,5.0,2.1583044,41.3733029,1400.0,0.0,0.0,0,0,1,0,1,0
1262,3.0,3.0,0.0,1.0,185.0,1.0,2.1573492,41.3886359,2200.0,0.0,0.0,0,0,1,0,1,0
1263,4.0,2.0,1.0,1.0,138.0,4.0,2.2125362,41.4055178,4500.0,1.0,1.0,0,0,1,0,1,0
1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1265,3.0,2.0,1.0,1.0,113.0,14.0,2.2168492,41.4065841,3900.0,0.0,0.0,0,0,1,0,1,0
1266,3.0,2.0,1.0,1.0,120.0,3.0,2.1833949,41.3794367,4300.0,0.0,0.0,0,0,1,0,1,0
1267,5.0,1.0,1.0,1.0,130.0,1.0,2.1483995,41.3909833,1200.0,0.0,0.0,0,0,1,0,1,0
1268,1.0,1.0,1.0,1.0,40.0,3.0,2.1765229,41.3771251,700.0,0.0,0.0,0,0,1,0,1,0
1269,1.0,1.0,1.0,1.0,130.0,5.0,2.1818965,41.3793703,2650.0,0.0,0.0,0,0,1,0,1,0
1270,3.0,2.0,0.0,1.0,85.0,2.0,2.1732379,41.3814139,1700.0,0.0,0.0,0,0,1,0,1,0
1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1272,5.0,4.0,1.0,1.0,210.0,6.0,2.1255812,41.4041313,4500.0,1.0,0.0,0,0,1,0,1,0
1273,2.0,1.0,1.0,1.0,80.0,1.0,2.0867774,41.3227737,900.0,1.0,0.0,0,0,1,0,1,0
1274,2.0,2.0,1.0,1.0,80.0,1.0,2.1608686,41.3999619,1550.0,0.0,0.0,0,0,1,0,1,0
1275,2.0,2.0,1.0,1.0,71.0,5.0,2.2116141,41.4016306,1400.0,0.0,0.0,0,0,1,0,1,0
1276,1.0,1.0,1.0,0.0,60.0,2.0,2.1890681,41.3808466,850.0,0.0,0.0,0,0,1,0,1,0
1277,3.0,2.0,1.0,1.0,95.0,4.0,2.1702529,41.3960342,2150.0,0.0,0.0,0,0,1,0,1,0
1278,2.0,1.0,1.0,1.0,55.0,6.0,2.1669529,41.3961342,1350.0,0.0,0.0,0,0,1,0,1,0
1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1280,3.0,2.0,1.0,1.0,100.0,4.0,2.1732575,41.3904669,1900.0,0.0,0.0,0,0,1,0,1,0
1281,3.0,2.0,1.0,0.0,140.0,2.0,2.1517132,41.4055259,1900.0,0.0,0.0,0,0,1,0,1,0
1282,3.0,2.0,1.0,0.0,140.0,2.0,2.1512132,41.4091259,1900.0,0.0,0.0,0,0,1,0,1,0
1283,3.0,2.0,1.0,1.0,109.0,4.0,2.22168,41.41431,1395.0,1.0,0.0,0,0,1,0,1,0
1284,1.0,1.0,1.0,0.0,50.0,1.0,2.1211295,41.3996238,890.0,0.0,0.0,0,0,1,0,1,0
1285,4.0,2.0,1.0,1.0,230.0,4.0,2.2145362,41.4051178,4500.0,1.0,0.0,0,0,1,0,1,0
1287,2.0,1.0,1.0,1.0,60.0,1.0,2.155771,41.3943752,1300.0,0.0,0.0,0,0,1,0,1,0
1288,1.0,1.0,0.0,1.0,60.0,2.0,2.1825171,41.3840676,1100.0,0.0,0.0,0,0,1,0,1,0
1289,4.0,2.0,1.0,1.0,130.0,3.0,2.4452328,41.5382654,1250.0,0.0,0.0,0,0,1,0,1,0
1290,4.0,2.0,1.0,1.0,164.0,0.0,2.1246491,41.3773175,1600.0,0.0,0.0,0,0,1,0,1,0
1291,0.0,1.0,0.0,0.0,62.0,0.0,2.1580841,41.3972189,1400.0,0.0,0.0,0,0,1,0,1,0
1292,3.0,2.0,1.0,1.0,85.0,4.0,2.1697685,41.4068314,1200.0,1.0,1.0,0,0,1,0,1,0
1293,3.0,2.0,1.0,1.0,135.0,20.0,2.2156192,41.4078855,4500.0,1.0,1.0,0,0,1,0,1,0
1294,3.0,2.0,1.0,1.0,90.0,3.0,2.1459566,41.3952466,1300.0,0.0,0.0,0,0,1,0,1,0
1295,8.0,2.0,1.0,1.0,290.0,5.0,2.1768815,41.3969395,2600.0,0.0,0.0,0,0,1,0,1,0
1296,2.0,1.0,1.0,1.0,70.0,1.0,2.1549015,41.392731,1315.0,0.0,0.0,0,0,1,0,1,0
1297,2.0,1.0,0.0,1.0,75.0,3.0,2.1657612,41.3946731,1550.0,0.0,0.0,0,0,1,0,1,0
1298,2.0,1.0,1.0,1.0,70.0,4.0,2.1853635,41.3874466,1500.0,0.0,0.0,0,0,1,0,1,0
1299,1.0,1.0,1.0,1.0,45.0,1.0,2.1480965,41.3976805,850.0,0.0,0.0,0,0,1,0,1,0
1300,3.0,1.0,1.0,1.0,70.0,6.0,2.1508914,41.3848906,1000.0,0.0,0.0,0,0,1,0,1,0
1301,2.0,2.0,1.0,1.0,64.0,4.0,2.1759593,41.4354076,1000.0,0.0,0.0,0,0,1,0,1,0
1302,4.0,2.0,1.0,1.0,90.0,6.0,2.1407549,41.40212,1320.0,0.0,0.0,0,0,1,0,1,0
1303,0.0,1.0,1.0,1.0,26.0,1.0,2.1742762,41.3796809,850.0,0.0,0.0,0,0,1,0,1,0
1304,5.0,3.0,0.0,0.0,350.0,0.0,2.0594,41.60073,1500.0,1.0,1.0,0,1,0,0,1,0
1305,1.0,1.0,1.0,1.0,73.0,1.0,2.1727497,41.3982819,990.0,0.0,0.0,0,0,1,0,1,0
1306,0.0,1.0,1.0,0.0,40.0,3.0,2.1752506,41.3828495,850.0,0.0,0.0,0,0,1,0,1,0
1307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1312,0.0,1.0,1.0,0.0,35.0,1.0,2.1880882,41.3774157,650.0,0.0,0.0,0,0,1,0,1,0
1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1314,3.0,2.0,1.0,1.0,120.0,16.0,2.2129724,41.4084957,3500.0,1.0,1.0,0,0,1,0,1,0
1315,4.0,3.0,1.0,1.0,157.0,4.0,2.1310146,41.4071414,2100.0,0.0,0.0,0,0,1,0,1,0
1316,2.0,2.0,1.0,1.0,70.0,3.0,2.1688563,41.3931418,2500.0,0.0,0.0,0,0,1,0,0,0
1317,2.0,1.0,1.0,1.0,60.0,2.0,2.1678563,41.3931418,1700.0,0.0,0.0,0,0,1,0,0,0
1318,1.0,1.0,1.0,0.0,41.0,1.0,2.1777857,41.3779454,850.0,0.0,0.0,0,0,1,0,1,0
1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1320,2.0,2.0,1.0,1.0,81.0,1.0,2.1838673,41.38182,1400.0,0.0,0.0,0,0,1,0,0,0
1321,2.0,2.0,1.0,1.0,80.0,1.0,2.1838673,41.38182,1400.0,0.0,0.0,0,0,1,0,0,0
1322,2.0,2.0,1.0,1.0,81.0,2.0,2.1838673,41.38182,1550.0,0.0,0.0,0,0,1,0,0,0
1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1324,2.0,2.0,1.0,1.0,81.0,3.0,2.1838673,41.38182,1600.0,0.0,0.0,0,0,1,0,0,0
