ID,propertyCode,thumbnail,numPhotos,floor,price,propertyType,size,exterior,rooms,bathrooms,province,municipality,district,neighborhood,latitude,longitude,showAddress,url,hasVideo,newDevelopment,hasLift,priceByArea
1055,34897047,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREERji2RVyf5SE96smIXrbIsKc0l%2B97bm%2Bnq2dd5rz6YenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=646432599,20,1,1500,flat,80,0,3,2,Barcelona,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,41.3909871,2.178588,0,http://www.idealista.com/34897047,1,0,0,19
1056,34897091,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRGcSf%2FEFwq3xkdOsKTUIAZSd%2Bx6gOR0T5%2BL7kFoec9EbenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=385378388,20,5,850,flat,20,1,1,1,Barcelona,Barcelona,Ciutat Vella,La Barceloneta,41.3765206,2.1883403,0,http://www.idealista.com/34897091,1,0,0,43
1057,34897154,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRJKXOC4p5%2BGOGxZKFL%2Bo01yfquVq4VtQcoTR24K%2FrEZ1enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1909433789,20,1,1200,flat,80,1,3,1,Barcelona,Badalona,Gorg - Pep Ventura,,41.4436024,2.228102,0,http://www.idealista.com/34897154,1,0,1,15
1058,34907583,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRAHuad8MXsUtQ5fcmzlmRkt7ro69ji5lSo%2Bxqle9ULf0enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-339504352,20,5,3500,flat,120,1,2,2,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.391415,2.1690738,0,http://www.idealista.com/34907583,1,0,1,29
1059,34899304,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRNhX7R4KK6ketAWYgkwLb3iypSh6fbrj4sZMVTk%2Fv2C7enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-532890067,20,1,2600,flat,150,1,2,2,Barcelona,Barcelona,GrÃ cia,Vila de GrÃ cia,41.402256,2.1609099,0,http://www.idealista.com/34899304,1,0,0,17
1060,34899324,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRFNAMRChbFxwJpZ6PSO%2FgZ16UzrUrKZ3Pi%2BKP20uToL2enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-456539644,20,5,750,flat,72,1,3,1,Barcelona,Barcelona,Horta GuinardÃ_,Sant GenÃ_s Dels Agudells - Montbau,41.4204942,2.1365049,0,http://www.idealista.com/34899324,1,0,1,10
1061,34453736,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRCh9utpTdFoPol%2FLwuxuT4JFOcpFa309LQME6p4MtN11enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1291352288,20,5,1190,penthouse,80,1,1,1,Barcelona,Barcelona,Sants-MontjuÃ¯c,Hostafrancs,41.3739838,2.1475349,0,http://www.idealista.com/34453736,1,0,0,15
1062,34895231,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRCiUBaZorsl%2Bo29ioZ8QzWleJhJuxnNoFJnhL7qwou2NenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1908852615,20,6,1500,flat,70,1,2,1,Barcelona,Barcelona,Ciutat Vella,El GÃ_tic,41.380149,2.1775685,0,http://www.idealista.com/34895231,1,0,1,21
1063,34887203,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQROZVFiDI%2BrYZXMUKEekyWkCCsbvrr8mZAEPi%2Bpy6t6udenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-2063322788,20,3,1550,flat,95,1,3,2,Barcelona,Barcelona,Sant MartÃ_,Diagonal Mar i el Front MarÃ_tim del Poblenou,41.4101267,2.2139862,0,http://www.idealista.com/34887203,1,0,1,16
1064,34887244,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREERji2RVyf5SE96smIXrbKntyBum6i0IXREXlgUNP7venbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=920091905,20,2,5000,flat,190,1,3,2,Barcelona,Barcelona,Ciutat Vella,El GÃ_tic,41.38053,2.17914,0,http://www.idealista.com/34887244,1,0,1,26
1065,34901263,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREtvWY0R79wKCpSDGnAIcI0MmKmvX2QamEnQWVf0AumienbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=925229788,20,6,1300,penthouse,55,1,1,1,Barcelona,Barcelona,Eixample,L'Antiga Esquerra de l'Eixample,41.3921139,2.1547377,0,http://www.idealista.com/34901263,1,0,1,24
1066,34901387,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRPUj7gelkYWu1B%2BO3kJudY%2FFUz4JGGFaQu%2BQTWlSbwm0enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=2138979028,20,4,1440,flat,100,1,3,2,Barcelona,Sant AdriÃ¡ de BesÃ_s,,,41.41563,2.22391,0,http://www.idealista.com/34901387,1,0,1,14
1067,34887512,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRCUKsh8nlgYV0mh8YFJviMNJBwScLAt16ukQWLNK0NqKenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1554639470,20,4,1450,flat,80,1,2,2,Barcelona,Barcelona,SarriÃ -Sant Gervasi,El Putget i FarrÃ_,41.4055361,2.1471256,0,http://www.idealista.com/34887512,1,0,1,18
1068,34887564,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRN7c1eNxMe1dj8KJfVuxHoh1%2BwtnrrBeJhflzfSCkusHenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-398412927,20,1,1800,flat,85,1,2,2,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3987314,2.1682387,0,http://www.idealista.com/34887564,1,0,1,21
1069,34887642,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRAaAvBk6a%2FfsbPpHDzBLKUclYprlGXUrlpp604cQZWY4enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-188900891,20,2,1375,flat,55,1,1,1,Barcelona,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,41.38608,2.1801799,0,http://www.idealista.com/34887642,1,0,1,25
1071,34882948,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQROX1D06ZYQA5FEJ1k9f%2BY2kZN%2BTg4pRPTQS2YUJW%2FHg8enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-827775260,20,5,2000,flat,80,1,2,1,Barcelona,Barcelona,SarriÃ -Sant Gervasi,El Putget i FarrÃ_,41.4018636,2.1488601,0,http://www.idealista.com/34882948,1,0,1,25
1072,34883361,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRKxEfMbcZAVI1LgHhEoKDBbptCK20SvqmZvKO43dVLxHenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1614302893,20,3,1300,flat,105,1,3,2,Barcelona,Badalona,BufalÃ ,,41.4608719,2.2391215,0,http://www.idealista.com/34883361,1,0,1,12
1073,34885956,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREV6dWl0P4aLjHIoCZHeKp8T7jpzPDb95XS0XgPJqdkDenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=71329031,20,2,2700,flat,70,0,2,2,Barcelona,Barcelona,Ciutat Vella,El GÃ_tic,41.3755944,2.1770254,0,http://www.idealista.com/34885956,1,0,1,39
1074,34886310,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRIbYD2Us2IGoGzs%2BolxIfgg%2BOEkMsvSZvcx%2FPBXsWdAdenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1333720370,20,2,1800,flat,85,1,4,2,Barcelona,Barcelona,Sant MartÃ_,El Camp de l'Arpa del Clot,41.4082547,2.1827677,0,http://www.idealista.com/34886310,1,0,1,21
1075,34886352,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRPftVHZcfeD7aeX58pLW8T6a1SJw1U%2B3l6HKbOIYmDU2enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=866285749,20,2,1800,flat,55,1,1,1,Barcelona,Barcelona,Eixample,La Nova Esquerra de l'Eixample,41.3899837,2.1475863,0,http://www.idealista.com/34886352,1,0,1,33
1076,34886370,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRH7HtTb%2FtWZpIcVF%2BWBxLwA4dNm2ftl7o%2BfDMfE8FW7lenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1135224893,20,2,4800,flat,165,1,3,2,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3964779,2.1647047,0,http://www.idealista.com/34886370,1,0,1,29
1077,34886384,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRNz0exwmVWWmO4N7YYmr%2FBI2YIiFkdUtaAeEzywlRAAAenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1683407391,20,2,1000,flat,40,1,1,1,Barcelona,Barcelona,Ciutat Vella,La Barceloneta,41.3808512,2.1904978,0,http://www.idealista.com/34886384,1,0,1,25
1078,34886403,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRH9bkRHSjt9VHcV3kALQR%2F15jQJ68yvNnGLdQWgELXnVenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-119494663,20,2,1700,flat,50,1,1,1,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3893784,2.1643264,0,http://www.idealista.com/34886403,1,0,1,34
1079,34909370,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRKVrWV0yJJNtNhzPWmiz8Epr06IRZNm6MYWi0lOgN6U9enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-845253365,20,1,2200,flat,80,0,2,1,Barcelona,Barcelona,Sant MartÃ_,El Camp de l'Arpa del Clot,41.4109328,2.1825079,0,http://www.idealista.com/34909370,1,0,1,28
1080,34909438,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRNFUf9ObED27%2Bpyks5h%2Fy1uruggpw0DDf7IVJGK0LU0IenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-952605128,20,1,2200,flat,80,0,2,1,Barcelona,Barcelona,Sant MartÃ_,El Camp de l'Arpa del Clot,41.4132328,2.1785079,0,http://www.idealista.com/34909438,1,0,1,28
1081,34909439,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREygsfx16i8AgyjqFhly81Yip%2FW651jyW1uPNst4BwwvenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-684232599,20,4,2700,flat,70,1,2,1,Barcelona,Barcelona,Eixample,La Sagrada FamÃ_lia,41.4049612,2.1762656,0,http://www.idealista.com/34909439,1,0,0,39
1082,34882189,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREM%2BpLrzYtqb0ig66pWAjq9g00EYE%2BksrTBwM8paXnF6enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-91332715,20,3,3200,flat,165,1,5,4,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3949023,2.1659102,0,http://www.idealista.com/34882189,1,0,1,19
1083,34896041,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRBjxxm8Kj8GOCIqxVquzPjtPYjO1QCl69fOV4e7AXighenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-2029933433,20,2,1500,flat,124,1,4,2,Barcelona,Barcelona,SarriÃ -Sant Gervasi,El Putget i FarrÃ_,41.4058663,2.1508297,0,http://www.idealista.com/34896041,1,0,1,12
1084,34909076,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRHYv26ev37XHxIrxdy3pRxl8SOdh06nee9V%2FMEVHBQpLenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=792316430,20,4,2200,flat,90,1,2,2,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3923991,2.161443,0,http://www.idealista.com/34909076,1,0,0,24
1085,34909141,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRGHDA99I3eh644G8OJ0xqkb5j68aPbnT7cmLDahM%2FCAmenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1500226964,20,1,2300,flat,145,1,4,2,Barcelona,Barcelona,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,41.3967851,2.1476935,0,http://www.idealista.com/34909141,1,0,1,16
1086,34909161,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRCUKsh8nlgYV0mh8YFJviMNiPPFlrliaxLpCDC%2BBTcvxenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1361810605,20,1,2200,flat,80,0,2,1,Barcelona,Barcelona,Sant MartÃ_,El Camp de l'Arpa del Clot,41.4138328,2.1812079,0,http://www.idealista.com/34909161,1,0,1,28
1087,34897322,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRF%2BfAsPhf%2BjeSgN%2FBBTm%2FcjZepYYx3e8PBMORdtLd7pRenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1435730289,20,2,1400,flat,70,1,2,1,Barcelona,Barcelona,Ciutat Vella,El GÃ_tic,41.3824953,2.1800897,0,http://www.idealista.com/34897322,1,0,1,20
1088,34897334,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRF12GRJXyRDWcXnsUz%2BBJfMHIgilpgPmKKsaeAuWzkGpenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1737164230,20,5,1200,flat,60,1,1,1,Barcelona,Barcelona,Ciutat Vella,El Raval,41.3768484,2.1732161,0,http://www.idealista.com/34897334,1,0,1,20
1089,34907930,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRKtcSBZR2LTxg0Wb70POKxo8jKajnGQT9VQPlgc2qfyYenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1666350872,20,1,1350,flat,160,1,1,1,Barcelona,Barcelona,Eixample,Sant Antoni,41.3817009,2.1568457,0,http://www.idealista.com/34907930,1,0,1,8
1090,34907954,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRAxOykWgQa6Kb85IAAwcG94Ajj2jlpPYGo9Cg%2Fs%2BpTPmenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1243220626,20,8,2000,flat,70,1,2,2,Barcelona,Barcelona,Eixample,El Fort Pienc,41.3976289,2.1750086,0,http://www.idealista.com/34907954,1,0,1,29
1091,34908818,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRNANnkzKorcrS1GLImW2vKpRScb9PUCli1zaeTWxxKiVenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1443877550,20,1,1850,flat,85,1,4,1,Barcelona,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,41.3839707,2.1854947,0,http://www.idealista.com/34908818,1,0,0,22
1092,34908833,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRCWVad9T%2Fb2CDZvDFdNm%2BRo%2Bl7w249%2Bz%2BY2qLVvnUYxoenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=410559826,20,1,850,flat,55,1,1,1,Barcelona,Barcelona,Ciutat Vella,El Raval,41.375997,2.1688665,0,http://www.idealista.com/34908833,1,0,0,15
1093,34908900,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRFrw1GE7F1jycFb96wJu%2FaEpmkieqr3idP5Lf7XLrf0AenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1617683060,20,6,1550,flat,65,1,1,1,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3948631,2.1690079,0,http://www.idealista.com/34908900,1,0,1,24
1094,34912586,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRAjUjCde6sYVQKofuDWMkqMTOYMRpjNfjOPi6P3CZ90yenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=997174682,20,4,2500,flat,95,1,3,2,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3988342,2.1709529,0,http://www.idealista.com/34912586,1,0,1,26
1095,34898393,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRH9bkRHSjt9VHcV3kALQR%2F1LrIRvmWRgjXEPPFw2wADoenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-893103180,20,4,1800,flat,110,1,4,2,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.4000648,2.1622244,0,http://www.idealista.com/34898393,1,0,1,16
1096,34909246,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRH6EBc9TEzAKu5PmhgV%2BQuaDhUM%2FejY9wBk8Vl78J9NvenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=1988019178,20,1,1600,flat,70,1,1,1,Barcelona,Barcelona,Ciutat Vella,El GÃ_tic,41.3800962,2.177158,0,http://www.idealista.com/34909246,1,0,1,23
1097,34909358,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRJPgyOjsZ%2BbT95ciaDI6p%2Bu5X%2FUvWfe8aNMXzzNYRmlkenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-407183283,20,1,2200,flat,80,0,2,1,Barcelona,Barcelona,Sant MartÃ_,El Camp de l'Arpa del Clot,41.4115328,2.1785079,0,http://www.idealista.com/34909358,1,0,1,28
1098,34912878,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRFsqnI1fmmKhHwn4Jg%2Fu2F2fC4Ywqwh%2FxRJs5H2U2fCIenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1487814650,20,1,1550,flat,75,1,2,1,Barcelona,Barcelona,Eixample,La Dreta de l'Eixample,41.3950731,2.1637612,0,http://www.idealista.com/34912878,1,0,1,21
1099,34907482,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRKhPcy%2BKVAsWDtn%2FLAevsdlK7rrO2%2BpxkZ0ARjK62x%2FoenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=642265063,20,2,1850,flat,100,1,4,1,Barcelona,Barcelona,Eixample,El Fort Pienc,41.3980513,2.1871645,0,http://www.idealista.com/34907482,1,0,0,19
1100,34907228,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREouafxFc5W9bn7k7herWZpZrZxLe3PG32sNJSTXa%2FZyenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1451500296,20,3,900,flat,55,1,2,1,Barcelona,Barcelona,Ciutat Vella,El Raval,41.3834086,2.1703809,0,http://www.idealista.com/34907228,1,0,0,16
1101,34907276,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRLfVCEf9%2B7ZNgQPEpSx0vjUuq7NE%2Bcd8AzSnRtmYSamVenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=879941639,20,1,950,flat,50,0,1,1,Barcelona,Barcelona,Horta GuinardÃ_,El Baix GuinardÃ_,41.4095023,2.1723626,0,http://www.idealista.com/34907276,1,0,1,19
1102,34910018,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQRIqPpbTgevvuhUbS65ykTEOwfLVHV1Q%2FlV%2F6CGQ%2BsH24enbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=816708322,20,1,1850,flat,150,1,2,1,Barcelona,Barcelona,Sants-MontjuÃ¯c,Sants,41.3712244,2.1385424,0,http://www.idealista.com/34910018,1,0,0,12
1103,34910041,https://img3.idealista.com/thumbs?wi=140&he=105&en=%2BtSLyO%2BcnvWFQ1vfQ1%2FQREygsfx16i8AgyjqFhly81ZFiA8GRhtoQc%2Fo7Hol5LfqenbPKfuOPIaCEFuXJKqGB5cU1VWesisrLJUHqccKZOukuYN5VRYLz1RLlDEtglEcKFetA5LMd2SHdJFqqai0nA%3D%3D&ch=-1395403000,20,4,2500,flat,65,1,1,1,Barcelona,Barcelona,Sants-MontjuÃ¯c,Sants,41.379378,2.1401123,0,http://www.idealista.com/34910041,1,0,1,38
